onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	test	answer	experiment	session	subject
0.0	55.519	150860	SESS_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	0	R1002P
55.519	10.0	178618	COUNTDOWN_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	0	R1002P
65.947	3.623	183831	COUNTDOWN_END	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	0	R1002P
69.57	1.6	185643	PRACTICE_WORD	n/a	n/a	ATTIC	1	-1	[0, 0, 0]	n/a	FR1	0	R1002P
72.104	1.6	186910	PRACTICE_WORD	n/a	n/a	RING	2	-1	[0, 0, 0]	n/a	FR1	0	R1002P
74.588	1.6	188152	PRACTICE_WORD	n/a	n/a	IRON	3	-1	[0, 0, 0]	n/a	FR1	0	R1002P
77.139	1.6	189427	PRACTICE_WORD	n/a	n/a	TONGUE	4	-1	[0, 0, 0]	n/a	FR1	0	R1002P
79.572	1.6	190644	PRACTICE_WORD	n/a	n/a	BEAM	5	-1	[0, 0, 0]	n/a	FR1	0	R1002P
82.039	1.6	191877	PRACTICE_WORD	n/a	n/a	WAGON	6	-1	[0, 0, 0]	n/a	FR1	0	R1002P
84.424	1.6	193069	PRACTICE_WORD	n/a	n/a	COTTON	7	-1	[0, 0, 0]	n/a	FR1	0	R1002P
86.907	1.6	194311	PRACTICE_WORD	n/a	n/a	CHEST	8	-1	[0, 0, 0]	n/a	FR1	0	R1002P
89.458	1.6	195586	PRACTICE_WORD	n/a	n/a	RHINO	9	-1	[0, 0, 0]	n/a	FR1	0	R1002P
92.041	1.6	196878	PRACTICE_WORD	n/a	n/a	CAMEL	10	-1	[0, 0, 0]	n/a	FR1	0	R1002P
94.592	1.6	198153	PRACTICE_WORD	n/a	n/a	FLOOD	11	-1	[0, 0, 0]	n/a	FR1	0	R1002P
97.092	1.6	199403	PRACTICE_WORD	n/a	n/a	WATCH	12	-1	[0, 0, 0]	n/a	FR1	0	R1002P
98.693	0.0	200204	PRACTICE_DISTRACT_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	0	R1002P
98.693	0.016	200204	START	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	FR1	0	R1002P
98.709	7.719	200212	PROB	7.686	n/a	n/a	-999	-1	[4, 3, 1]	8.0	FR1	0	R1002P
106.428	6.517	204071	PROB	6.487	n/a	n/a	-999	-1	[3, 9, 1]	13.0	FR1	0	R1002P
112.945	5.502	207329	PROB	5.475	n/a	n/a	-999	-1	[5, 1, 3]	9.0	FR1	0	R1002P
118.447	5.092	210080	PROB	5.092	n/a	n/a	-999	-1	[1, 8, 9]	18.0	FR1	0	R1002P
123.539	0.008	212626	STOP	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	FR1	0	R1002P
123.547	0.553	212630	PRACTICE_DISTRACT_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	0	R1002P
124.1	30.514	212906	PRACTICE_REC_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	0	R1002P
154.614	67.102	228162	PRACTICE_REC_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	0	R1002P
221.716	10.0	261712	COUNTDOWN_START	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	0	R1002P
