name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RO1	8.59779	35.0395	-11.8062804729633	-999	RO	R	depth	6.36021	34.2093	-9.86064	Right MFC medial frontal cortex	medialorbitofrontal	n/a
RO2	10.7909	36.0711	-11.7972868346497	-999	RO	R	depth	8.44074	35.1938	-9.6792	Right Cerebral White Matter	medialorbitofrontal	n/a
RO3	14.8132	37.3083	-13.3455058629231	-999	RO	R	depth	12.7067	36.2214	-10.7566	Right Cerebral White Matter	medialorbitofrontal	n/a
RO4	17.8668	37.2307	-13.7582330948362	-999	RO	R	depth	15.7937	36.179	-10.5791	Right Cerebral White Matter	lateralorbitofrontal	n/a
RO5	21.8238	38.44	-14.1497133080537	-999	RO	R	depth	19.9322	37.1352	-10.2794	Right Cerebral White Matter	lateralorbitofrontal	n/a
RO6	26.0212	38.6178	-14.3801572862417	-999	RO	R	depth	24.0706	38.0914	-9.97964	Right AOrG anterior orbital gyrus	lateralorbitofrontal	n/a
RO7	28.82	36.6812	-14.3652171729564	-999	RO	R	depth	27.6721	38.042	-9.77258	Right Cerebral White Matter	lateralorbitofrontal	n/a
RO8	31.3826	35.9	-13.8513486013233	-999	RO	R	depth	30.7816	39.0123	-9.53195	Right AOrG anterior orbital gyrus	lateralorbitofrontal	n/a
RO9	34.4927	36.7959	-13.5925051659196	-999	RO	R	depth	34.9201	39.9684	-9.23223	Right AOrG anterior orbital gyrus	lateralorbitofrontal	n/a
RO10	37.4623	36.8306	-12.6833932917562	-999	RO	R	depth	38.007	39.926	-9.05477	Right LOrG lateral orbital gyrus	parsorbitalis	n/a
RO11	42.0068	39.3253	-10.8584690720142	-999	RO	R	depth	42.1567	41.3885	-8.72347	Right Cerebral White Matter	parsorbitalis	n/a
RO12	45.5464	40.0414	-10.7495175720163	-999	RO	R	depth	45.3074	41.382	-9.23454	Right LOrG lateral orbital gyrus	parsorbitalis	n/a
RO13	50.3866	41.4774	-10.2360327634345	-999	RO	R	depth	49.9604	42.3311	-8.90522	Right OrIFG orbital part of the inferior frontal gyrus	parsorbitalis	n/a
RO14	53.1694	40.8833	-9.52656845303363	-999	RO	R	depth	53.0474	42.2886	-8.72774	Right OrIFG orbital part of the inferior frontal gyrus	parstriangularis	n/a
RF1	10.3128	58.6465	-26.5106820796457	-999	RF	R	depth	10.3908	57.7885	-24.1596	n/a	lateralorbitofrontal	n/a
RF2	12.0941	57.4569	-22.3686048829949	-999	RF	R	depth	12.044	56.5328	-19.973	Right MOrG medial orbital gyrus	lateralorbitofrontal	n/a
RF3	12.9109	56.0472	-18.1848942379564	-999	RF	R	depth	13.761	55.313	-16.4749	Right MOrG medial orbital gyrus	medialorbitofrontal	n/a
RF4	15.0017	55.2137	-14.787032035439	-999	RF	R	depth	15.5005	55.1057	-12.9139	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF5	17.7269	54.9144	-10.3869108624977	-999	RF	R	depth	17.2174	53.8859	-9.4158	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF6	19.9848	54.9703	-5.14331649000784	-999	RF	R	depth	17.8416	52.6443	-5.28844	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF7	20.8957	53.3762	-0.669961233518327	-999	RF	R	depth	19.5174	52.4088	-0.888218	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF8	21.3183	50.029	5.10628871540586	-999	RF	R	depth	21.1706	51.1728	3.69006	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF9	21.1651	48.9451	12.181074679219	-999	RF	R	depth	22.9101	50.9824	7.58856	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF10	21.7402	48.5941	19.2271795595548	-999	RF	R	depth	23.5568	50.7734	12.1761	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF11	22.5133	47.8274	25.5327424040547	-999	RF	R	depth	25.747	50.5435	16.8606	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF12	23.2794	46.8645	29.0986763598691	-999	RF	R	depth	27.464	49.3401	20.6851	Right SFG superior frontal gyrus	rostralmiddlefrontal	n/a
RF13	26.7855	46.8615	32.0706297860441	-999	RF	R	depth	29.1398	49.1172	25.3373	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF14	30.3883	46.611	34.7528038395551	-999	RF	R	depth	30.8155	48.8943	29.9896	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF15	32.4223	43.5564	38.8480381463215	-999	RF	R	depth	32.4687	47.6582	34.5679	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF16	33.7295	42.129	43.3798859075302	-999	RF	R	depth	34.2082	47.4679	38.4663	n/a	rostralmiddlefrontal	n/a
RJ1	15.8151	25.0927	26.1123242867791	-999	RJ	R	depth	16.8625	26.5127	22.1765	Right Cerebral White Matter	superiorfrontal	n/a
RJ2	15.3406	24.9182	28.6299980089005	-999	RJ	R	depth	16.6714	26.4151	24.438	Right Cerebral White Matter	superiorfrontal	n/a
RJ3	14.399	25.5974	32.753019673417	-999	RJ	R	depth	16.3754	27.2656	28.2808	Right Cerebral White Matter	superiorfrontal	n/a
RJ4	13.3981	24.5577	36.8964738046805	-999	RJ	R	depth	15.9933	27.0704	32.8035	Right Cerebral White Matter	superiorfrontal	n/a
RJ5	12.8081	24.9223	39.7831552909293	-999	RJ	R	depth	15.761	27.9533	35.8927	Right Cerebral White Matter	superiorfrontal	n/a
RJ6	13.4248	23.7734	43.8563310060413	-999	RJ	R	depth	16.4078	27.7443	40.4802	Right Cerebral White Matter	superiorfrontal	n/a
RJ7	13.8652	23.5956	46.9664677591505	-999	RJ	R	depth	16.153	27.6142	43.4954	Right Cerebral White Matter	superiorfrontal	n/a
RJ8	14.8729	24.0632	51.5373399256964	-999	RJ	R	depth	15.7708	27.419	48.0182	Right SFG superior frontal gyrus	superiorfrontal	n/a
RJ9	15.7038	24.5548	54.6170700316404	-999	RJ	R	depth	15.5161	27.2889	51.0334	Right SFG superior frontal gyrus	superiorfrontal	n/a
RJ10	17.4426	24.6883	58.5770905779092	-999	RJ	R	depth	15.1975	27.1262	54.8024	Right SFG superior frontal gyrus	superiorfrontal	n/a
RJ11	17.1244	24.0659	63.0568502117396	-999	RJ	R	depth	14.879	26.9636	58.5716	n/a	superiorfrontal	n/a
RJ12	16.6913	23.1724	67.1003583074316	-999	RJ	R	depth	15.5482	27.7677	63.2331	n/a	superiorfrontal	n/a
RX1	4.69503	27.7367	19.3955518183277	-999	RX	R	depth	4.94203	28.9002	17.0249	Right ACgG anterior cingulate gyrus	caudalanteriorcingulate	Right ACg
RX2	7.62223	28.2443	20.0187873286099	-999	RX	R	depth	8.02898	28.8588	17.2191	Right Cerebral White Matter	caudalanteriorcingulate	n/a
RX3	11.7243	28.4427	20.6456513370509	-999	RX	R	depth	12.1449	28.8034	17.478	Right Cerebral White Matter	superiorfrontal	n/a
RX4	14.6549	29.2033	20.1243214033077	-999	RX	R	depth	15.3182	29.8076	16.9921	Right Cerebral White Matter	superiorfrontal	n/a
RX5	18.2193	28.4312	20.4753365586389	-999	RX	R	depth	19.4341	29.7523	17.251	Right Cerebral White Matter	superiorfrontal	n/a
RX6	20.9589	27.8586	20.8531850011093	-999	RX	R	depth	22.521	29.7107	17.4452	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX7	25.2997	28.0601	21.2931300322592	-999	RX	R	depth	27.174	30.6617	17.8103	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX8	28.3003	27.6434	21.8494503939035	-999	RX	R	depth	30.2609	30.62	18.0045	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX9	32.3965	27.7806	23.2971902073216	-999	RX	R	depth	34.3769	30.5647	18.2634	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX10	35.2479	28.6375	25.1556860123062	-999	RX	R	depth	37.4639	30.5233	18.4575	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX11	39.5627	30.2274	27.1939809684968	-999	RX	R	depth	41.5798	30.4678	18.7164	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX12	43.1473	31.5133	25.2164403046865	-999	RX	R	depth	44.7941	30.4913	17.4029	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX13	47.3326	32.26	25.6122055617373	-999	RX	R	depth	49.4245	30.4291	17.6941	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RX14	49.893	31.8698	25.7269628561869	-999	RX	R	depth	52.5115	30.3876	17.8883	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RY1	4.25382	-5.15188	29.1960677251145	-999	RY	R	depth	3.30239	0.517711	27.0535	Right Cerebral White Matter	posteriorcingulate	n/a
RY2	6.65711	-4.21531	30.2230079317349	-999	RY	R	depth	5.31922	1.47064	28.0106	Right Cerebral White Matter	posteriorcingulate	n/a
RY3	9.30729	-2.66385	32.8420234119006	-999	RY	R	depth	8.26019	3.35789	30.6139	Right Cerebral White Matter	posteriorcingulate	n/a
RY4	12.9233	-0.763654	33.3686759604497	-999	RY	R	depth	12.3576	5.29627	31.7744	Right Cerebral White Matter	caudalanteriorcingulate	n/a
RY5	14.574	-0.0404877	34.7468083566147	-999	RY	R	depth	14.3106	6.21675	33.4853	Right Cerebral White Matter	superiorfrontal	n/a
RY6	17.5681	0.446109	36.7522266057676	-999	RY	R	depth	17.2291	7.09073	36.0147	Right Cerebral White Matter	superiorfrontal	n/a
RY7	21.0232	2.06677	37.2204263050922	-999	RY	R	depth	20.2975	9.04308	37.1105	Right Cerebral White Matter	superiorfrontal	n/a
RY8	25.644	3.1497	39.1984217644815	-999	RY	R	depth	23.8166	10.9558	38.9924	Right Cerebral White Matter	caudalmiddlefrontal	n/a
RY9	29.5463	3.37431	41.7578427339253	-999	RY	R	depth	26.8625	11.8951	40.0143	Right Cerebral White Matter	caudalmiddlefrontal	n/a
RY10	32.8639	4.27646	44.2781373752385	-999	RY	R	depth	29.9308	13.8473	41.1101	Right Cerebral White Matter	caudalmiddlefrontal	n/a
RY11	36.344	4.31561	46.1427940934432	-999	RY	R	depth	32.9129	14.7539	42.8857	Right Cerebral White Matter	caudalmiddlefrontal	n/a
RY12	40.2886	5.96134	46.5482585885089	-999	RY	R	depth	35.9925	17.2127	44.0183	Right MFG middle frontal gyrus	caudalmiddlefrontal	n/a
RY13	42.8116	7.64474	48.1460036481106	-999	RY	R	depth	38.9747	18.1193	45.794	Right MFG middle frontal gyrus	caudalmiddlefrontal	n/a
RY14	43.9245	12.8571	49.2257321001021	-999	RY	R	depth	42.043	20.0716	46.8897	Right MFG middle frontal gyrus	caudalmiddlefrontal	n/a
RY15	46.291	15.9254	51.3753632837497	-999	RY	R	depth	45.5396	20.9713	48.6978	n/a	caudalmiddlefrontal	n/a
RY16	49.8492	17.8236	53.5630788501231	-999	RY	R	depth	49.5733	22.8771	50.612	n/a	caudalmiddlefrontal	n/a
RZ1	6.63397	-31.7868	30.4449053999832	-999	RZ	R	depth	7.5608	-28.0502	28.3229	Right PCgG posterior cingulate gyrus	isthmuscingulate	Right PCg
RZ2	9.12267	-29.999	33.7503637512892	-999	RZ	R	depth	9.48407	-25.6426	30.8986	Right Cerebral White Matter	posteriorcingulate	n/a
RZ3	11.2015	-27.754	36.663365660462	-999	RZ	R	depth	11.4187	-22.7284	33.5111	Right Cerebral White Matter	posteriorcingulate	n/a
RZ4	14.3929	-26.3055	39.3357755572222	-999	RZ	R	depth	14.3596	-20.8412	36.1145	Right Cerebral White Matter	posteriorcingulate	n/a
RZ5	16.9278	-23.5812	41.762317272583	-999	RZ	R	depth	16.3579	-17.8944	37.9731	Right Cerebral White Matter	paracentral	n/a
RZ6	20.5856	-21.7994	43.8764435212455	-999	RZ	R	depth	19.2988	-16.0072	40.5766	Right Cerebral White Matter	paracentral	n/a
RZ7	23.5941	-20.1711	45.0255273351587	-999	RZ	R	depth	21.789	-14.0806	42.3937	Right Cerebral White Matter	precentral	n/a
RZ8	27.875	-17.9112	46.8942788152806	-999	RZ	R	depth	24.7526	-11.1802	45.071	Right Cerebral White Matter	precentral	n/a
RZ9	32.2124	-15.9851	48.2654073196852	-999	RZ	R	depth	27.7571	-9.26038	46.9206	Right Cerebral White Matter	precentral	n/a
RZ10	36.0785	-14.2483	51.0898859813529	-999	RZ	R	depth	30.6981	-7.37323	49.5239	Right Cerebral White Matter	precentral	n/a
RZ11	38.9637	-12.2272	53.616327586053	-999	RZ	R	depth	33.7142	-4.94689	51.4104	Right PrG precentral gyrus	precentral	n/a
RZ12	41.7644	-10.9573	56.4987106303152	-999	RZ	R	depth	36.6551	-3.05969	54.0137	Right PrG precentral gyrus	precentral	n/a
RZ13	43.2217	-8.44502	59.1639334306749	-999	RZ	R	depth	38.6534	-0.112926	55.8725	Right PrG precentral gyrus	precentral	n/a
RZ14	46.1715	-6.27255	61.8925535772438	-999	RZ	R	depth	43.1378	1.75351	58.5729	n/a	precentral	n/a
RZ15	47.1979	-3.98232	63.6055299224725	-999	RZ	R	depth	45.1135	3.68709	60.3577	n/a	precentral	n/a
RZ16	48.634	-1.80012	64.642169561349	-999	RZ	R	depth	47.1529	5.6532	61.3887	n/a	precentral	n/a
RW1	42.7708	-43.0169	9.93364010928555	-999	RW	R	depth	43.0762	-41.0018	13.7005	Right Cerebral White Matter	inferiorparietal	n/a
RW2	43.2709	-43.5744	12.6544466366476	-999	RW	R	depth	42.8439	-40.1187	16.7895	Right Cerebral White Matter	inferiorparietal	n/a
RW3	43.7942	-43.3371	14.8161154432768	-999	RW	R	depth	43.6407	-39.2495	19.9434	Right Cerebral White Matter	inferiorparietal	n/a
RW4	44.146	-44.3694	17.921781398511	-999	RW	R	depth	44.802	-39.4655	24.5632	Right Cerebral White Matter	inferiorparietal	n/a
RW5	44.0974	-44.0533	20.2137318272232	-999	RW	R	depth	45.5987	-38.5963	27.717	Right Cerebral White Matter	supramarginal	n/a
RW6	43.161	-44.2921	25.424265417655	-999	RW	R	depth	45.2165	-38.7915	32.2398	Right Cerebral White Matter	supramarginal	n/a
RW7	44.7972	-43.4204	29.0008836943821	-999	RW	R	depth	46.0132	-37.9223	35.3936	Right Cerebral White Matter	supramarginal	n/a
RW8	45.146	-41.4386	35.5199198007893	-999	RW	R	depth	45.6311	-38.1175	39.9164	Right Cerebral White Matter	supramarginal	n/a
RW9	46.7403	-40.9261	38.7096034237223	-999	RW	R	depth	46.4689	-38.229	42.2425	Right Cerebral White Matter	supramarginal	n/a
RW10	49.5041	-40.7474	43.2005199940329	-999	RW	R	depth	47.202	-37.3923	46.1502	Right Cerebral White Matter	supramarginal	n/a
RW11	50.6789	-42.4457	48.4161252904323	-999	RW	R	depth	46.8198	-37.5875	50.6729	Right Cerebral White Matter	supramarginal	n/a
RW12	51.141	-43.4892	51.5917569234	-999	RW	R	depth	47.594	-37.7316	53.7528	Right Cerebral White Matter	supramarginal	n/a
RW13	51.4711	-43.5816	56.9931568849628	-999	RW	R	depth	48.2633	-36.9273	58.4143	Right SMG supramarginal gyrus	supramarginal	n/a
RW14	50.6452	-43.8825	62.4651312876484	-999	RW	R	depth	47.8811	-37.1226	62.9372	n/a	supramarginal	n/a
RK1	8.60152	-48.0254	49.8150565097709	-999	RK	R	depth	6.84598	-46.9843	42.8872	Right Cerebral White Matter	precuneus	n/a
RK2	10.5447	-47.1328	51.9387030570687	-999	RK	R	depth	8.7354	-46.0964	45.352	Right Cerebral White Matter	precuneus	n/a
RK3	12.1834	-45.2271	53.9293487176179	-999	RK	R	depth	10.6474	-44.1953	47.8906	Right PCu precuneus	precuneus	n/a
RK4	15.1194	-44.2351	54.9313805775129	-999	RK	R	depth	13.6521	-42.2756	49.7402	Right PCu precuneus	precuneus	n/a
RK5	17.1201	-43.4957	56.3314298154395	-999	RK	R	depth	15.6052	-41.3551	51.4511	Right Cerebral White Matter	precuneus	n/a
RK6	22.5631	-40.4278	58.0180854226682	-999	RK	R	depth	20.0896	-39.4886	54.1516	Right Cerebral White Matter	superiorparietal	n/a
RK7	27.3844	-38.5908	60.530774182513	-999	RK	R	depth	21.979	-38.6009	56.6163	Right SPL superior parietal lobule	superiorparietal	n/a
RK8	31.3391	-37.6928	62.9091076872445	-999	RK	R	depth	24.9612	-37.6942	58.3919	Right Cerebral White Matter	superiorparietal	n/a
RK9	33.7034	-37.4975	65.1583731743635	-999	RK	R	depth	27.9659	-35.7745	60.2415	Right SPL superior parietal lobule	superiorparietal	n/a
RK10	35.5813	-37.8271	67.2604520800836	-999	RK	R	depth	29.8552	-34.8866	62.7061	n/a	superiorparietal	n/a
RK11	37.9534	-37.6814	68.2381857605444	-999	RK	R	depth	32.8599	-32.9669	64.5557	n/a	superiorparietal	n/a
RK12	40.1044	-37.6136	69.4937779485026	-999	RK	R	depth	35.7783	-32.0928	67.0851	n/a	postcentral	n/a
RQ1	8.05023	-10.1378	5.73212651561094	-999	RQ	R	depth	6.76111	-7.30851	7.70973	Right Thalamus Proper	n/a	n/a
RQ2	11.2954	-11.832	5.33347540153338	-999	RQ	R	depth	9.80293	-9.37633	7.75612	Right Thalamus Proper	n/a	n/a
RQ3	15.2619	-14.5927	4.6878496689343	-999	RQ	R	depth	13.8512	-12.4712	7.79326	Right Thalamus Proper	n/a	n/a
RQ4	17.943	-16.6409	4.48319086578297	-999	RQ	R	depth	16.893	-14.5391	7.83964	Right Thalamus Proper	n/a	n/a
