name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
LH1	-9.76395	6.39324	30.143660603329	-999	LH	L	depth	-9.12083	-43.4862	38.6349	Left Cerebral White Matter	precuneus	n/a
LH2	-12.2071	6.39384	30.3276566695348	-999	LH	L	depth	-11.7783	-43.6477	38.6057	Left Cerebral White Matter	isthmuscingulate	n/a
LH3	-16.3985	7.89329	29.9298420914532	-999	LH	L	depth	-15.9603	-45.9231	38.7028	Left Cerebral White Matter	isthmuscingulate	n/a
LH4	-19.5142	8.4235	29.5240614440963	-999	LH	L	depth	-19.1142	-47.1257	38.7404	Left Cerebral White Matter	precuneus	n/a
LH5	-24.2984	8.96743	30.9257026598488	-999	LH	L	depth	-23.8728	-48.4119	39.7915	Left Cerebral White Matter	inferiorparietal	n/a
LH6	-27.589	9.98234	31.5197449545377	-999	LH	L	depth	-27.0267	-49.6135	39.8288	Left Cerebral White Matter	inferiorparietal	n/a
LH7	-30.8626	11.0827	32.074260842784	-999	LH	L	depth	-30.1806	-50.8161	39.8663	Left Cerebral White Matter	inferiorparietal	n/a
LH8	-35.0171	12.6402	32.6126887421619	-999	LH	L	depth	-34.3976	-52.0827	39.892	Left Cerebral White Matter	inferiorparietal	n/a
LH9	-38.3423	15.3483	33.4266151149769	-999	LH	L	depth	-38.0831	-53.3168	39.9234	Left Cerebral White Matter	inferiorparietal	n/a
LH10	-42.088	17.3295	34.9836307768383	-999	LH	L	depth	-42.3	-54.5844	39.9495	Left SMG supramarginal gyrus	inferiorparietal	n/a
LH11	-44.3084	19.3031	36.8813433802188	-999	LH	L	depth	-45.4014	-57.2997	40.0935	Left AnG angular gyrus	inferiorparietal	n/a
LH12	-46.6561	20.112	37.426159692538	-999	LH	L	depth	-48.5553	-58.5013	40.1307	Left AnG angular gyrus	inferiorparietal	n/a
LH13	-50.707	20.8587	36.5488694123938	-999	LH	L	depth	-53.304	-59.8004	40.1506	Left AnG angular gyrus	supramarginal	n/a
LH14	-54.9465	20.6846	35.1759962731252	-999	LH	L	depth	-56.4579	-61.003	40.1882	Left AnG angular gyrus	supramarginal	n/a
LPIL1	-15.9181	31.4604	14.1842986474348	-999	LPIL	L	depth	-12.8475	-70.1955	25.4858	Left Cun cuneus	lingual	n/a
LPIL2	-18.0162	31.0757	13.6737433522812	-999	LPIL	L	depth	-14.9736	-70.3243	25.4635	Left Cun cuneus	pericalcarine	n/a
LPIL3	-22.0488	31.391	14.4390941448769	-999	LPIL	L	depth	-19.2055	-71.5716	27.0359	Left Cun cuneus	pericalcarine	n/a
LPIL4	-26.0084	32.0894	14.5725338396404	-999	LPIL	L	depth	-22.901	-72.7925	28.0997	Left Cun cuneus	pericalcarine	n/a
LPIL5	-29.7412	33.3453	14.6891730129756	-999	LPIL	L	depth	-26.0649	-73.9823	29.1684	Left Cerebral White Matter	pericalcarine	n/a
LPIL6	-35.1291	34.4299	12.8206244760483	-999	LPIL	L	depth	-30.2818	-75.2489	29.1941	Left Cerebral White Matter	pericalcarine	n/a
LPIL7	-38.6711	35.735	13.1261300724561	-999	LPIL	L	depth	-33.4459	-76.4375	30.2626	Left MOG middle occipital gyrus	lateraloccipital	n/a
LPIL8	-42.6445	36.645	15.6752848314981	-999	LPIL	L	depth	-37.1413	-77.6598	31.3255	Left MOG middle occipital gyrus	lateraloccipital	n/a
LPIL9	-47.0704	35.6238	19.2937706009274	-999	LPIL	L	depth	-41.4083	-77.897	32.8273	Left Cerebral White Matter	lateraloccipital	n/a
LPIL10	-50.6648	36.3484	19.8781393126893	-999	LPIL	L	depth	-44.5623	-79.0995	32.8648	Left MOG middle occipital gyrus	lateraloccipital	n/a
LO1	-10.6229	39.835	7.35211350995192	-999	LO	L	depth	-6.62036	-79.0054	19.4878	Left Cun cuneus	lateraloccipital	n/a
LO2	-14.376	39.5481	6.65449727848367	-999	LO	L	depth	-10.3058	-80.2405	19.5196	Left Cun cuneus	lateraloccipital	n/a
LO3	-17.2437	40.8165	5.98768373552335	-999	LO	L	depth	-13.4072	-82.9556	19.6647	Left Cerebral White Matter	lateraloccipital	n/a
LO4	-20.5591	40.9098	5.03441561957245	-999	LO	L	depth	-16.5611	-84.1574	19.7009	Left Cerebral White Matter	lateraloccipital	n/a
LO5	-24.6296	41.8156	4.37058561862298	-999	LO	L	depth	-19.6899	-86.3556	20.8422	Left SOG superior occipital gyrus	lateraloccipital	n/a
LO6	-29.5617	42.184	2.22289722352298	-999	LO	L	depth	-23.3754	-87.5898	20.8737	Left Cerebral White Matter	lateraloccipital	n/a
LO7	-34.2344	44.9658	0.0517812255311512	-999	LO	L	depth	-27.5924	-88.8564	20.8994	Left Cerebral White Matter	lateraloccipital	n/a
LO8	-37.1851	48.0157	-0.220286551221834	-999	LO	L	depth	-30.7113	-91.0679	21.0072	Left MOG middle occipital gyrus	lateraloccipital	n/a
LA1	-19.1271	-30.857	-19.6933601036944	-999	LA	L	depth	-18.8837	-8.83226	-16.0743	Left Amygdala	n/a	Left Amy
