name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
LPOG1	-67.9554	-20.4363	-26.3189200784193	-999	LPOG	L	grid	-66.7592	-20.3747	-21.0694	n/a	middletemporal	n/a
LPOG2	-71.3723	-19.8873	-17.0332228381427	-999	LPOG	L	grid	-68.527	-19.3056	-13.1105	n/a	middletemporal	n/a
LPOG3	-69.4694	-16.8739	-5.83700733752756	-999	LPOG	L	grid	-67.0028	-17.9946	-3.26183	n/a	middletemporal	n/a
LPOG4	-68.4177	-13.6191	6.59919515178433	-999	LPOG	L	grid	-62.8222	-17.4965	6.35027	n/a	superiortemporal	n/a
LPOG5	-68.5695	-14.288	16.2207500009408	-999	LPOG	L	grid	-60.2654	-16.0975	16.3848	n/a	postcentral	n/a
LPOG6	-66.3854	-9.64415	27.9437463780634	-999	LPOG	L	grid	-58.7412	-14.7395	27.1753	n/a	postcentral	n/a
LPOG7	-63.258	-12.0084	36.1670925102806	-999	LPOG	L	grid	-56.2227	-14.3576	35.7862	n/a	postcentral	n/a
LPOG8	-58.798	-17.7378	48.0541197581217	-999	LPOG	L	grid	-52.5098	-13.8278	47.2564	n/a	postcentral	n/a
LPOG9	-65.4057	-28.9018	-27.1156891853646	-999	LPOG	L	grid	-66.4502	-30.5853	-20.1492	n/a	middletemporal	n/a
LPOG10	-70.5576	-29.4826	-16.4156232704692	-999	LPOG	L	grid	-68.1533	-29.4797	-10.8698	n/a	middletemporal	n/a
LPOG11	-70.9269	-28.2764	-5.41478008174413	-999	LPOG	L	grid	-67.7324	-29.2419	-2.28661	n/a	superiortemporal	n/a
LPOG12	-69.8368	-27.358	4.35613471619532	-999	LPOG	L	grid	-65.1756	-27.8607	7.39166	n/a	bankssts	n/a
LPOG13	-69.0815	-21.3542	17.9075346925403	-999	LPOG	L	grid	-63.6646	-26.0155	18.1709	n/a	supramarginal	n/a
LPOG14	-66.5874	-20.0973	27.6220982878666	-999	LPOG	L	grid	-61.6402	-24.6476	28.2219	n/a	supramarginal	n/a
LPOG15	-64.0203	-21.7455	36.0039149519151	-999	LPOG	L	grid	-59.1158	-23.2701	37.5333	n/a	postcentral	n/a
LPOG16	-56.7917	-25.169	49.1448872455812	-999	LPOG	L	grid	-52.2786	-23.5923	46.7581	n/a	postcentral	n/a
