name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RI1	39.0168	6.97923	-13.964946114985	-999	RI	R	depth	41.8142	5.44099	-14.4896	n/a	insula	n/a
RI2	38.0578	5.11691	-12.2750687429273	-999	RI	R	depth	41.0334	3.24874	-12.8614	n/a	insula	n/a
RI3	37.37	3.02282	-9.80565145816634	-999	RI	R	depth	40.3329	0.99141	-10.8078	Right PIns posterior insula	insula	n/a
RI4	36.8775	0.96365	-6.15132332094398	-999	RI	R	depth	39.7126	-1.33092	-8.32911	Right PIns posterior insula	insula	n/a
RI5	37.354	-0.975586	-3.49689685142991	-999	RI	R	depth	40.0799	-3.5675	-6.44384	Right PIns posterior insula	insula	n/a
RI6	36.2811	-3.90939	-1.91669851170652	-999	RI	R	depth	39.2991	-5.75977	-4.81566	Right Cerebral White Matter	insula	n/a
RI7	35.7529	-7.14148	0.144858051811597	-999	RI	R	depth	38.5985	-8.01709	-2.76216	Right Cerebral White Matter	insula	n/a
RI8	35.6732	-10.0377	3.17377969093529	-999	RI	R	depth	37.9782	-10.3394	-0.283321	Right Cerebral White Matter	insula	n/a
RI9	35.1627	-13.3082	8.36452845982742	-999	RI	R	depth	37.5816	-13.7999	3.60326	Right Cerebral White Matter	insula	n/a
RI10	34.5211	-15.6509	11.3538899015218	-999	RI	R	depth	36.8812	-16.048	5.84111	Right Cerebral White Matter	insula	n/a
RI11	34.8833	-17.0197	13.3600476505657	-999	RI	R	depth	37.1851	-17.2566	7.56602	Right Cerebral White Matter	insula	n/a
RI12	34.6015	-21.0845	16.4382482715668	-999	RI	R	depth	36.628	-20.5873	10.598	Right PIns posterior insula	insula	n/a
RI13	33.5108	-24.6714	18.8347397935981	-999	RI	R	depth	36.0709	-23.9179	13.63	Right PO parietal operculum	insula	n/a
RI14	32.5079	-27.1618	20.6789535528186	-999	RI	R	depth	35.4506	-26.229	16.3333	Right Cerebral White Matter	insula	n/a
RI15	31.8781	-28.7934	22.4035302959033	-999	RI	R	depth	34.767	-27.5206	18.7075	Right Cerebral White Matter	insula	n/a
RI16	31.3019	-32.4635	24.0224671266756	-999	RI	R	depth	34.1299	-30.7882	21.2743	Right Cerebral White Matter	insula	n/a
RA1	31.7768	-1.71847	-34.8178813716605	-999	RA	R	depth	32.0975	-6.45859	-25.6308	Right Cerebral White Matter	entorhinal	Right Amy
RA2	32.4314	-3.30267	-30.0005207432829	-999	RA	R	depth	32.6421	-7.86949	-22.7746	Right PHG parahippocampal gyrus	insula	Right Amy
RA3	32.9144	-4.71934	-24.3858868538901	-999	RA	R	depth	33.1698	-10.2361	-20.0388	Right Cerebral White Matter	entorhinal	n/a
RA4	33.2926	-6.50925	-19.7416815642137	-999	RA	R	depth	33.6172	-12.5377	-17.7282	Right Cerebral White Matter	entorhinal	n/a
RA5	32.014	-9.84758	-14.9426856049092	-999	RA	R	depth	33.0771	-14.9251	-14.8243	Right Cerebral White Matter	temporalpole	n/a
RA6	31.881	-13.1186	-11.2059642095812	-999	RA	R	depth	33.6048	-17.2917	-12.0884	Right Cerebral White Matter	temporalpole	n/a
RA7	32.1386	-16.0185	-8.22442894157269	-999	RA	R	depth	34.0523	-19.5933	-9.77794	Right Cerebral White Matter	temporalpole	n/a
RA8	32.5568	-19.1538	-5.09281446319168	-999	RA	R	depth	34.58	-21.9599	-7.04218	Right Cerebral White Matter	entorhinal	n/a
RA9	31.7142	-21.1614	-2.4270606634633	-999	RA	R	depth	33.8964	-23.2615	-4.86817	Right Cerebral White Matter	insula	n/a
RA10	32.2999	-23.6697	0.46409671126294	-999	RA	R	depth	34.3439	-25.5631	-2.55765	Right Cerebral White Matter	insula	n/a
RA11	32.6724	-26.5875	3.53825570072016	-999	RA	R	depth	34.8716	-27.9297	0.178096	Right Cerebral White Matter	insula	n/a
RA12	32.9017	-29.7333	6.24701054748858	-999	RA	R	depth	35.3992	-30.2897	3.0466	Right Cerebral White Matter	insula	n/a
RA13	33.1716	-32.7541	8.17960578736391	-999	RA	R	depth	35.8467	-32.5808	5.56567	Right Cerebral White Matter	superiortemporal	n/a
RA14	33.7131	-35.9599	10.3152926403413	-999	RA	R	depth	36.3744	-34.9349	8.55006	Right Cerebral White Matter	insula	n/a
