onset	duration	sample	trial_type	response_time	stim_file	item_name	serialpos	list	test	answer	experiment	session	subject
0.0	0.0	19169	INSTRUCT_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	2	R1195E
0.0	10.885	19169	INSTRUCT_END	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	2	R1195E
10.885	0.0	30053	SESS_START	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	2	R1195E
10.885	13.5	30053	MIC_TEST	n/a	n/a	n/a	-999	-999	[0, 0, 0]	n/a	FR1	2	R1195E
24.385	6.087	43553	PRACTICE_TRIAL	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
30.472	10.428	49640	COUNTDOWN_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
40.9	0.006	60067	COUNTDOWN_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
40.906	1.617	60073	PRACTICE_ORIENT	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
42.523	2.067	61690	PRACTICE_ORIENT_OFF	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
44.59	1.618	63757	PRACTICE_WORD	n/a	n/a	WAGON	1	-1	[0, 0, 0]	n/a	FR1	2	R1195E
46.208	0.783	65375	PRACTICE_WORD_OFF	n/a	n/a	WAGON	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
46.991	1.616	66158	PRACTICE_WORD	n/a	n/a	IRON	2	-1	[0, 0, 0]	n/a	FR1	2	R1195E
48.607	0.884	67774	PRACTICE_WORD_OFF	n/a	n/a	IRON	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
49.491	1.618	68658	PRACTICE_WORD	n/a	n/a	RHINO	3	-1	[0, 0, 0]	n/a	FR1	2	R1195E
51.109	0.799	70276	PRACTICE_WORD_OFF	n/a	n/a	RHINO	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
51.908	1.617	71075	PRACTICE_WORD	n/a	n/a	WATCH	4	-1	[0, 0, 0]	n/a	FR1	2	R1195E
53.525	0.933	72692	PRACTICE_WORD_OFF	n/a	n/a	WATCH	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
54.458	1.601	73625	PRACTICE_WORD	n/a	n/a	ATTIC	5	-1	[0, 0, 0]	n/a	FR1	2	R1195E
56.059	0.8	75226	PRACTICE_WORD_OFF	n/a	n/a	ATTIC	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
56.859	1.617	76026	PRACTICE_WORD	n/a	n/a	FLOOD	6	-1	[0, 0, 0]	n/a	FR1	2	R1195E
58.476	0.851	77643	PRACTICE_WORD_OFF	n/a	n/a	FLOOD	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
59.327	1.617	78494	PRACTICE_WORD	n/a	n/a	CAMEL	7	-1	[0, 0, 0]	n/a	FR1	2	R1195E
60.944	0.983	80110	PRACTICE_WORD_OFF	n/a	n/a	CAMEL	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
61.927	1.616	81093	PRACTICE_WORD	n/a	n/a	CHEST	8	-1	[0, 0, 0]	n/a	FR1	2	R1195E
63.543	1.001	82709	PRACTICE_WORD_OFF	n/a	n/a	CHEST	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
64.544	1.617	83710	PRACTICE_WORD	n/a	n/a	RING	9	-1	[0, 0, 0]	n/a	FR1	2	R1195E
66.161	0.967	85327	PRACTICE_WORD_OFF	n/a	n/a	RING	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
67.128	1.616	86294	PRACTICE_WORD	n/a	n/a	COTTON	10	-1	[0, 0, 0]	n/a	FR1	2	R1195E
68.744	0.984	87910	PRACTICE_WORD_OFF	n/a	n/a	COTTON	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
69.728	1.617	88894	PRACTICE_WORD	n/a	n/a	TONGUE	11	-1	[0, 0, 0]	n/a	FR1	2	R1195E
71.345	0.851	90511	PRACTICE_WORD_OFF	n/a	n/a	TONGUE	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
72.196	1.616	91362	PRACTICE_WORD	n/a	n/a	BEAM	12	-1	[0, 0, 0]	n/a	FR1	2	R1195E
73.812	0.0	92978	PRACTICE_WORD_OFF	n/a	n/a	BEAM	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
73.812	0.0	92978	DISTRACT_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
73.812	0.016	92978	START	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	FR1	2	R1195E
73.828	6.702	92994	PROB	6.702	n/a	n/a	-999	-1	[7, 2, 8]	17	FR1	2	R1195E
80.53	6.968	99696	PROB	6.968	n/a	n/a	-999	-1	[6, 7, 5]	18	FR1	2	R1195E
87.498	6.384	106663	PROB	6.384	n/a	n/a	-999	-1	[5, 7, 3]	15	FR1	2	R1195E
93.882	0.017	113047	STOP	n/a	n/a	n/a	-999	-1	[-999, -999, -999]	n/a	FR1	2	R1195E
93.899	0.65	113064	DISTRACT_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
94.549	0.518	113714	RETRIEVAL_ORIENT	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
95.067	30.009	114232	PRACTICE_REC_START	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
125.076	9.83	144240	PRACTICE_REC_END	n/a	n/a	n/a	-999	-1	[0, 0, 0]	n/a	FR1	2	R1195E
134.906	0.5	154070	TRIAL	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	2	R1195E
135.406	10.428	154570	COUNTDOWN_START	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	2	R1195E
145.834	0.007	164997	COUNTDOWN_END	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	2	R1195E
145.841	1.617	165004	ORIENT	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	2	R1195E
147.458	2.15	166621	ORIENT_OFF	n/a	n/a	n/a	-999	1	[0, 0, 0]	n/a	FR1	2	R1195E
149.608	1.602	168771	WORD	n/a	wordpools/wordpool_EN.txt	CUP	1	1	[0, 0, 0]	n/a	FR1	2	R1195E
151.21	0.933	170373	WORD_OFF	n/a	n/a	CUP	1	1	[0, 0, 0]	n/a	FR1	2	R1195E
152.143	1.616	171306	WORD	n/a	wordpools/wordpool_EN.txt	PET	2	1	[0, 0, 0]	n/a	FR1	2	R1195E
153.759	0.767	172922	WORD_OFF	n/a	n/a	PET	2	1	[0, 0, 0]	n/a	FR1	2	R1195E
154.526	1.601	173689	WORD	n/a	wordpools/wordpool_EN.txt	ZOO	3	1	[0, 0, 0]	n/a	FR1	2	R1195E
156.127	0.784	175290	WORD_OFF	n/a	n/a	ZOO	3	1	[0, 0, 0]	n/a	FR1	2	R1195E
156.911	1.616	176074	WORD	n/a	wordpools/wordpool_EN.txt	KITE	4	1	[0, 0, 0]	n/a	FR1	2	R1195E
158.527	0.883	177690	WORD_OFF	n/a	n/a	KITE	4	1	[0, 0, 0]	n/a	FR1	2	R1195E
159.41	1.618	178573	WORD	n/a	wordpools/wordpool_EN.txt	HORSE	5	1	[0, 0, 0]	n/a	FR1	2	R1195E
161.028	0.816	180191	WORD_OFF	n/a	n/a	HORSE	5	1	[0, 0, 0]	n/a	FR1	2	R1195E
161.844	1.617	181007	WORD	n/a	wordpools/wordpool_EN.txt	CAT	6	1	[0, 0, 0]	n/a	FR1	2	R1195E
163.461	0.834	182624	WORD_OFF	n/a	n/a	CAT	6	1	[0, 0, 0]	n/a	FR1	2	R1195E
164.295	1.617	183458	WORD	n/a	wordpools/wordpool_EN.txt	FARM	7	1	[0, 0, 0]	n/a	FR1	2	R1195E
165.912	0.783	185074	WORD_OFF	n/a	n/a	FARM	7	1	[0, 0, 0]	n/a	FR1	2	R1195E
166.695	1.618	185857	WORD	n/a	wordpools/wordpool_EN.txt	BIRD	8	1	[0, 0, 0]	n/a	FR1	2	R1195E
168.313	0.867	187475	WORD_OFF	n/a	n/a	BIRD	8	1	[0, 0, 0]	n/a	FR1	2	R1195E
169.18	1.616	188342	WORD	n/a	wordpools/wordpool_EN.txt	DOG	9	1	[0, 0, 0]	n/a	FR1	2	R1195E
170.796	0.766	189958	WORD_OFF	n/a	n/a	DOG	9	1	[0, 0, 0]	n/a	FR1	2	R1195E
171.562	1.601	190724	WORD	n/a	wordpools/wordpool_EN.txt	FOX	10	1	[0, 0, 0]	n/a	FR1	2	R1195E
