name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RA1	20.8969	-4.51598	-18.8054428297073	-999	RA	R	depth	20.1399	-4.4496	-11.8648	Right Amygdala	n/a	Right Amy
RA2	22.8873	-4.82781	-20.3018257827657	-999	RA	R	depth	22.3085	-4.69604	-12.9825	Right Amygdala	n/a	Right Amy
RA3	27.9717	-5.24035	-19.607125758889	-999	RA	R	depth	26.8869	-4.50709	-12.7234	Right Cerebral White Matter	n/a	n/a
RA4	32.7823	-5.86443	-18.9795603253557	-999	RA	R	depth	30.9566	-4.33915	-12.4931	Right Cerebral White Matter	n/a	n/a
RA5	35.9566	-5.58423	-19.4535217696623	-999	RA	R	depth	34.0776	-3.47124	-13.1831	Right Cerebral White Matter	n/a	n/a
RA6	39.3219	-6.11994	-19.2223630020406	-999	RA	R	depth	37.1968	-3.51046	-13.6269	Right Cerebral White Matter	n/a	n/a
RA7	44.2075	-6.20049	-17.5835836722767	-999	RA	R	depth	41.2665	-3.34252	-13.3966	Right Cerebral White Matter	superiortemporal	n/a
RA8	47.6608	-6.37453	-16.9800452448036	-999	RA	R	depth	44.3187	-3.21656	-13.2238	Right STG superior temporal gyrus	superiortemporal	n/a
RA9	52.432	-7.38341	-18.7600293544495	-999	RA	R	depth	49.0309	-3.35811	-14.1977	Right MTG middle temporal gyrus	middletemporal	n/a
RA10	55.837	-6.75489	-20.2486476920013	-999	RA	R	depth	52.1529	-2.03657	-15.0108	Right MTG middle temporal gyrus	middletemporal	n/a
RA11	58.845	-7.23399	-20.3763157568421	-999	RA	R	depth	55.2052	-1.91059	-14.8381	Right Cerebral White Matter	middletemporal	n/a
RA12	62.1376	-7.38659	-19.7955164120411	-999	RA	R	depth	59.4087	-2.07311	-15.8408	Right Cerebral White Matter	middletemporal	n/a
RA13	63.5591	-7.18869	-19.0349582646887	-999	RA	R	depth	61.4436	-1.9891	-15.7255	Right MTG middle temporal gyrus	middletemporal	n/a
RA14	66.3119	-5.98477	-18.8800465239528	-999	RA	R	depth	64.4976	-0.956007	-15.7991	Right STG superior temporal gyrus	middletemporal	n/a
RB1	28.0435	-19.712	-16.4390384836267	-999	RB	R	depth	26.9262	-18.2795	-9.64562	Right Hippocampus	n/a	Right DG
RB2	29.9042	-20.4748	-16.5373210127715	-999	RB	R	depth	28.9611	-18.1956	-9.53048	Right Hippocampus	n/a	Right DG
RB3	34.1487	-21.712	-16.3078013402057	-999	RB	R	depth	33.0309	-18.0276	-9.3001	Right Hippocampus	n/a	Right CA1
RB4	39.4756	-22.5582	-13.5222300512554	-999	RB	R	depth	37.0318	-18.6016	-8.20713	Right Cerebral White Matter	n/a	Right CA1
RB5	42.6993	-22.4807	-12.2982925841029	-999	RB	R	depth	40.0841	-18.4756	-8.03437	Right Cerebral White Matter	n/a	n/a
RB6	46.0105	-22.4069	-11.1651936889757	-999	RB	R	depth	43.1365	-18.3496	-7.8616	Right Cerebral White Matter	superiortemporal	n/a
RB7	49.964	-23.4935	-9.70532433092107	-999	RB	R	depth	47.2044	-19.0889	-7.38502	Right Cerebral White Matter	middletemporal	n/a
RB8	54.0058	-23.7961	-8.97754881676	-999	RB	R	depth	51.7828	-18.8999	-7.12594	Right Cerebral White Matter	middletemporal	n/a
RB9	56.52	-24.7798	-8.73461541184771	-999	RB	R	depth	54.8332	-19.681	-6.70687	Right Cerebral White Matter	middletemporal	n/a
RB10	59.1662	-23.8632	-7.3619052259473	-999	RB	R	depth	57.8855	-19.555	-6.53413	Right Cerebral White Matter	middletemporal	n/a
