name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
RC8	55.2506	-33.326	-11.4672582885761	5.024	RC	R	depth	middletemporal	n/a
RC9	61.2426	-33.7568	-11.458263308139	5.024	RC	R	depth	middletemporal	Right MTG
RC10	65.6659	-33.3331	-9.04548563915475	5.024	RC	R	depth	middletemporal	Right MTG
RC11	69.1732	-31.4639	-8.2141251220688	5.024	RC	R	depth	middletemporal	Right MTG
RC12	72.2027	-30.1193	-7.72237302018434	5.024	RC	R	depth	middletemporal	n/a
RF1	22.9068	-37.0958	-10.8927652599117	5.024	RF	R	depth	parahippocampal	n/a
RF2	25.9697	-36.9256	-10.7918136642052	5.024	RF	R	depth	parahippocampal	n/a
RF3	29.8472	-37.4936	-11.658387742354	5.024	RF	R	depth	parahippocampal	n/a
RF4	32.5089	-37.8062	-12.3813773925887	5.024	RF	R	depth	parahippocampal	n/a
RF5	36.1558	-37.1751	-11.9448220966074	5.024	RF	R	depth	insula	n/a
RF6	39.4371	-37.3093	-12.9355937444439	5.024	RF	R	depth	fusiform	n/a
RF7	43.2591	-37.5159	-13.8031925790883	5.024	RF	R	depth	fusiform	n/a
RF8	45.7357	-37.7209	-15.3760326474	5.024	RF	R	depth	inferiortemporal	n/a
RF9	48.0616	-38.2626	-17.758095450851	5.024	RF	R	depth	inferiortemporal	n/a
RF10	51.2912	-39.5515	-18.7314987180876	5.024	RF	R	depth	inferiortemporal	n/a
RF11	58.7063	-39.2447	-18.5688692850931	5.024	RF	R	depth	inferiortemporal	n/a
RF12	65.525	-38.3403	-18.085851533489	5.024	RF	R	depth	inferiortemporal	n/a
RF13	70.206	-37.4548	-17.0277938528494	5.024	RF	R	depth	inferiortemporal	n/a
RF14	73.7283	-36.7316	-17.9781518447614	5.024	RF	R	depth	inferiortemporal	n/a
RL1	36.2989	-41.0653	3.58061165746623	5.024	RL	R	depth	insula	n/a
RL2	39.164	-41.2043	3.40558575832724	5.024	RL	R	depth	bankssts	n/a
RL3	43.6045	-42.0355	3.72490605842124	5.024	RL	R	depth	bankssts	n/a
RL4	47.9728	-43.1692	5.83683077190265	5.024	RL	R	depth	inferiorparietal	n/a
RL5	51.8864	-43.9552	7.23712703130663	5.024	RL	R	depth	inferiorparietal	n/a
RL6	55.3781	-44.5407	9.689339733784	5.024	RL	R	depth	inferiorparietal	n/a
RL7	58.6493	-44.723	9.51873871444376	5.024	RL	R	depth	inferiorparietal	n/a
RL8	61.8441	-45.3196	9.33732011526686	5.024	RL	R	depth	inferiorparietal	n/a
RL9	65.5426	-45.7864	9.57893306320427	5.024	RL	R	depth	middletemporal	n/a
RL10	69.1976	-46.2694	10.8906159950022	5.024	RL	R	depth	middletemporal	n/a
RW1	30.1036	-43.228	10.2827791072365	5.024	RW	R	depth	insula	n/a
RW2	32.2031	-45.1007	10.4649464844797	5.024	RW	R	depth	lingual	n/a
RW3	35.5056	-47.858	12.2176664670297	5.024	RW	R	depth	lingual	n/a
RW4	39.5664	-48.8775	12.8862955807562	5.024	RW	R	depth	inferiorparietal	n/a
RW5	43.0575	-50.7943	15.1255706575573	5.024	RW	R	depth	inferiorparietal	Right MTG
RW6	44.0851	-54.2277	16.2522595691086	5.024	RW	R	depth	inferiorparietal	n/a
RW7	46.1785	-57.2118	16.713915924327	5.024	RW	R	depth	inferiorparietal	n/a
RW8	47.7672	-60.4572	18.2606556549963	5.024	RW	R	depth	inferiorparietal	n/a
RW9	50.9087	-62.4348	17.9040788013083	5.024	RW	R	depth	inferiorparietal	n/a
RW10	53.6122	-64.0098	19.0040664581738	5.024	RW	R	depth	inferiorparietal	n/a
RW11	57.8251	-65.0621	17.7739418736602	5.024	RW	R	depth	inferiorparietal	n/a
RW12	59.6265	-67.4992	18.6264438717181	5.024	RW	R	depth	inferiorparietal	n/a
RX1	4.21636	-44.2339	23.0157174022387	5.024	RX	R	depth	isthmuscingulate	Left PCg
RX2	7.83209	-45.3197	23.6513490638358	5.024	RX	R	depth	insula	n/a
RX3	12.6064	-46.2814	23.1564805268481	5.024	RX	R	depth	insula	n/a
RX4	16.1418	-48.0469	23.7720154036957	5.024	RX	R	depth	precuneus	n/a
RX5	19.5603	-49.0778	24.7110417209469	5.024	RX	R	depth	precuneus	n/a
RX6	23.5276	-49.7632	25.7140395433944	5.024	RX	R	depth	precuneus	n/a
RX7	27.1045	-50.5492	26.5383253953753	5.024	RX	R	depth	superiorparietal	n/a
RX8	31.1854	-50.5893	27.5428784072419	5.024	RX	R	depth	superiorparietal	n/a
RX9	34.2128	-50.6266	28.4730084524579	5.024	RX	R	depth	inferiorparietal	n/a
RX10	38.5537	-50.7744	28.6943800692869	5.024	RX	R	depth	inferiorparietal	n/a
RX11	41.404	-50.1137	30.5790995252881	5.024	RX	R	depth	supramarginal	n/a
RX12	44.4394	-48.5796	33.3587999534967	5.024	RX	R	depth	supramarginal	n/a
RX13	47.3165	-48.5711	36.0737286855873	5.024	RX	R	depth	supramarginal	n/a
RX14	51.3068	-50.2918	38.2828249939334	5.024	RX	R	depth	inferiorparietal	n/a
RX15	55.5727	-49.4768	39.0562338923533	5.024	RX	R	depth	inferiorparietal	n/a
RX16	60.8344	-48.3384	39.5164606226297	5.024	RX	R	depth	supramarginal	n/a
RU1	38.9574	-32.7207	-3.54669193604856	5.024	RU	R	depth	insula	n/a
RU2	41.7086	-32.845	-3.77635387412771	5.024	RU	R	depth	insula	n/a
RU3	45.7753	-33.3194	-3.23784053563999	5.024	RU	R	depth	bankssts	n/a
RU4	49.5622	-33.9935	-2.71038062691006	5.024	RU	R	depth	bankssts	n/a
RU5	53.8499	-34.4613	-1.11021678350227	5.024	RU	R	depth	bankssts	Right MTG
RU6	58.6024	-33.4976	2.21216260614548	5.024	RU	R	depth	bankssts	Right MTG
RU7	61.3369	-32.5015	3.79457459639105	5.024	RU	R	depth	bankssts	Right MTG
RU8	64.0111	-31.4547	6.10732545569305	5.024	RU	R	depth	bankssts	n/a
RU9	67.0033	-30.9595	7.04444723408122	5.024	RU	R	depth	middletemporal	n/a
RU10	70.1408	-30.9989	6.7374654480538	5.024	RU	R	depth	middletemporal	n/a
RQ1	5.00974	38.5033	15.4500783905939	5.024	RQ	R	depth	rostralanteriorcingulate	n/a
RQ2	8.55897	37.3878	15.3279228888958	5.024	RQ	R	depth	rostralanteriorcingulate	n/a
RQ3	13.4037	36.7854	14.2769984508311	5.024	RQ	R	depth	superiorfrontal	n/a
RQ4	16.946	35.8362	14.6630605636728	5.024	RQ	R	depth	superiorfrontal	n/a
RQ5	20.1878	35.6193	15.0496042763202	5.024	RQ	R	depth	rostralmiddlefrontal	n/a
RQ6	24.0505	35.5207	15.1810020542289	5.024	RQ	R	depth	rostralmiddlefrontal	n/a
RQ7	27.8196	35.2934	14.843080260038	5.024	RQ	R	depth	rostralmiddlefrontal	n/a
RQ8	32.6407	36.1127	13.1081087659866	5.024	RQ	R	depth	rostralmiddlefrontal	Right MTG
RQ9	35.3604	35.5154	12.5880984541299	5.024	RQ	R	depth	rostralmiddlefrontal	n/a
RQ10	39.1719	33.9592	12.8785143405618	5.024	RQ	R	depth	parstriangularis	n/a
RQ11	43.2717	33.8982	14.6348378853252	5.024	RQ	R	depth	parstriangularis	n/a
RQ12	46.3845	32.2984	16.3163934610043	5.024	RQ	R	depth	parstriangularis	n/a
RQ13	50.4338	31.663	17.5934704519364	5.024	RQ	R	depth	parstriangularis	n/a
RQ14	56.3339	30.6949	16.1563560268822	5.024	RQ	R	depth	parstriangularis	n/a
RY1	45.4764	8.88691	-9.60264133823756	5.024	RY	R	depth	insula	n/a
RY2	44.4073	9.56664	-7.16830389784959	5.024	RY	R	depth	insula	n/a
RY3	43.007	11.3439	-3.73137850896161	5.024	RY	R	depth	insula	n/a
RY4	42.895	12.9301	1.69698511256344	5.024	RY	R	depth	parsopercularis	n/a
RY5	43.0957	14.0506	4.13001814106451	5.024	RY	R	depth	parsopercularis	n/a
RY6	42.4474	16.7833	8.55260041863223	5.024	RY	R	depth	parstriangularis	n/a
RY7	41.9709	19.1077	10.4093666615024	5.024	RY	R	depth	parstriangularis	n/a
RY8	40.8534	22.0133	15.3866066149675	5.024	RY	R	depth	parstriangularis	n/a
RY9	39.6211	25.0888	19.7061505913307	5.024	RY	R	depth	rostralmiddlefrontal	n/a
RY10	39.2096	26.8179	24.6173085844917	5.024	RY	R	depth	rostralmiddlefrontal	n/a
RY11	39.1703	29.0516	30.2150764293573	5.024	RY	R	depth	rostralmiddlefrontal	n/a
RY12	39.1836	30.6889	34.5731061952899	5.024	RY	R	depth	rostralmiddlefrontal	n/a
RY13	39.3033	31.8952	37.6221462368274	5.024	RY	R	depth	rostralmiddlefrontal	n/a
RY14	39.1876	32.0698	39.9777376888605	5.024	RY	R	depth	caudalmiddlefrontal	n/a
RY15	39.1515	32.3789	42.0939640041951	5.024	RY	R	depth	caudalmiddlefrontal	n/a
RY16	39.4018	33.0012	44.560064829423	5.024	RY	R	depth	caudalmiddlefrontal	n/a
LB1	-23.5421	-7.76029	-25.1843962895841	5.024	LB	L	depth	insula	Left CA1
LB2	-25.9578	-7.24997	-25.6627431324863	5.024	LB	L	depth	insula	Left CA1
LB3	-29.3655	-7.62378	-28.2120684371169	5.024	LB	L	depth	insula	Left CA1
LB4	-32.4543	-7.01989	-31.3677944602492	5.024	LB	L	depth	insula	Left PRC
LB5	-36.7954	-6.10805	-30.7114180273095	5.024	LB	L	depth	insula	Left MTL WM
LB6	-41.0345	-5.57421	-27.3334677210133	5.024	LB	L	depth	insula	Left MTL WM
LB7	-44.0299	-5.26782	-25.9719438262776	5.024	LB	L	depth	inferiortemporal	Left MTL WM
LB8	-48.0528	-4.87512	-25.1471606736786	5.024	LB	L	depth	middletemporal	Left MTL WM
LB9	-52.8565	-5.26537	-25.7702594103975	5.024	LB	L	depth	middletemporal	Left MTG
LB10	-58.5674	-5.74727	-26.4164620832236	5.024	LB	L	depth	middletemporal	Left MTG
LB11	-62.9524	-4.83718	-26.2009607318953	5.024	LB	L	depth	middletemporal	Left MTG
LB12	-66.3972	-4.70716	-25.506975402243	5.024	LB	L	depth	middletemporal	n/a
LI1	-28.3566	5.72995	-39.3557925752388	5.024	LI	L	depth	entorhinal	n/a
LI2	-31.4647	6.09958	-39.3428310632225	5.024	LI	L	depth	fusiform	n/a
LI3	-37.0433	7.61534	-37.6712467922204	5.024	LI	L	depth	temporalpole	n/a
LI4	-43.0652	11.6013	-34.8053196336223	5.024	LI	L	depth	inferiortemporal	n/a
LI5	-47.2952	13.5042	-34.5725754428179	5.024	LI	L	depth	middletemporal	n/a
LI6	-51.2124	13.1293	-35.7911428064761	5.024	LI	L	depth	middletemporal	n/a
LI7	-55.1827	13.2111	-35.7042434679614	5.024	LI	L	depth	middletemporal	n/a
LI8	-58.452	13.0181	-35.1398084110831	5.024	LI	L	depth	middletemporal	n/a
LI9	-61.2976	12.7003	-35.1120979564295	5.024	LI	L	depth	middletemporal	n/a
LI10	-65.6497	12.9412	-35.4691951169735	5.024	LI	L	depth	middletemporal	n/a
LT1	-40.0213	-7.15298	-8.8114797855147	5.024	LT	L	depth	insula	n/a
LT2	-42.7336	-6.54547	-8.91994583787796	5.024	LT	L	depth	insula	n/a
LT3	-47.2693	-5.73925	-9.75187992577479	5.024	LT	L	depth	superiortemporal	n/a
LT4	-51.1252	-4.769	-10.3878548237556	5.024	LT	L	depth	superiortemporal	n/a
LT5	-55.0054	-3.25848	-10.2707999150643	5.024	LT	L	depth	superiortemporal	n/a
LT6	-57.9252	-2.28472	-9.56957142946941	5.024	LT	L	depth	superiortemporal	n/a
LT7	-61.4376	-1.64958	-8.39125024052987	5.024	LT	L	depth	superiortemporal	n/a
LT8	-65.135	-2.27372	-8.95734577640163	5.024	LT	L	depth	superiortemporal	n/a
LO1	-18.1796	34.8508	-18.847251486865	5.024	LO	L	depth	lateralorbitofrontal	n/a
LO2	-22.2541	34.8028	-16.198594399924	5.024	LO	L	depth	lateralorbitofrontal	n/a
LO3	-25.7849	35.3505	-15.4811840561943	5.024	LO	L	depth	lateralorbitofrontal	n/a
LO4	-30.0309	35.6445	-14.5100960497364	5.024	LO	L	depth	lateralorbitofrontal	n/a
LO5	-33.9798	34.8636	-12.5745495615396	5.024	LO	L	depth	lateralorbitofrontal	n/a
LO6	-38.1354	35.3985	-11.103696402613	5.024	LO	L	depth	parsorbitalis	n/a
LO7	-41.4767	34.9285	-8.2075076519517	5.024	LO	L	depth	parsorbitalis	n/a
LO8	-45.6562	34.9648	-4.84003358498207	5.024	LO	L	depth	parstriangularis	n/a
LO9	-49.5522	35.654	-2.22127941166543	5.024	LO	L	depth	parstriangularis	n/a
LO10	-53.3469	34.9703	-1.25096930513013	5.024	LO	L	depth	parstriangularis	n/a
LO11	-56.5475	34.2692	1.97582316543473	5.024	LO	L	depth	parstriangularis	n/a
LO12	-59.9945	34.921	4.64757162868501	5.024	LO	L	depth	parstriangularis	n/a
LO13	-63.4759	35.347	7.01466168954409	5.024	LO	L	depth	parstriangularis	n/a
LO14	-66.5133	36.1158	8.05511385140908	5.024	LO	L	depth	parstriangularis	n/a
LY1	-41.9936	6.32655	-14.2025435446394	5.024	LY	L	depth	insula	n/a
LY2	-42.2398	7.51522	-11.0171623769055	5.024	LY	L	depth	insula	n/a
LY3	-41.7748	8.66335	-7.0941670853224	5.024	LY	L	depth	insula	n/a
LY4	-41.8102	10.4796	-2.80907727514029	5.024	LY	L	depth	insula	n/a
LY5	-40.1074	13.7596	-0.167818884063487	5.024	LY	L	depth	parsopercularis	n/a
LY6	-39.3338	15.7789	3.54284840958871	5.024	LY	L	depth	insula	n/a
LY7	-39.2562	17.6896	7.18850757865512	5.024	LY	L	depth	parsopercularis	n/a
LY8	-38.4376	19.9055	14.043826490875	5.024	LY	L	depth	parsopercularis	n/a
LY9	-37.1664	22.281	16.5882137113198	5.024	LY	L	depth	parsopercularis	n/a
LY10	-34.0758	24.7515	20.8596204753623	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY11	-33.3529	28.1032	27.1504232089136	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY12	-35.6443	29.4198	33.0646186877455	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY13	-36.9689	28.9265	37.1818214112658	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY14	-37.7646	29.3641	38.7987451723962	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY15	-38.676	29.7531	41.6029391075823	5.024	LY	L	depth	rostralmiddlefrontal	n/a
LY16	-38.5703	30.9641	43.1286498931885	5.024	LY	L	depth	rostralmiddlefrontal	n/a
