name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
2Rd1	13.6835	-2.84949	-17.9856598022636	6.183916	2Rd	R	depth	insula	Right Amy
2Rd2	18.7495	-3.94297	-18.1983067473618	6.183916	2Rd	R	depth	insula	Right Amy
2Rd3	24.0465	-5.10465	-17.51607785114	6.183916	2Rd	R	depth	insula	Right Amy
2Rd4	30.8933	-6.54903	-14.7910627984416	6.183916	2Rd	R	depth	insula	n/a
2Rd5	36.7797	-7.52349	-13.368509693932	6.183916	2Rd	R	depth	insula	n/a
2Rd6	42.1073	-8.45789	-12.2872403706165	6.183916	2Rd	R	depth	superiortemporal	n/a
2Rd7	48.1651	-11.7469	-14.4852630839457	6.183916	2Rd	R	depth	superiortemporal	Right MTG
2Rd8	55.5494	-12.5251	-12.0416196029665	6.183916	2Rd	R	depth	middletemporal	Right MTG
2Rd9	61.1092	-12.6603	-9.21473980685033	6.183916	2Rd	R	depth	middletemporal	Right MTG
2Rd10	66.5741	-12.3608	-5.530658697304	6.183916	2Rd	R	depth	middletemporal	Right MTG
4Rd1	17.4424	-7.12543	-19.0125724181905	6.183916	4Rd	R	depth	insula	Right Amy
4Rd2	23.5406	-11.7675	-16.9103773108733	6.183916	4Rd	R	depth	insula	Right CA3
4Rd3	29.717	-14.6729	-13.9536809246033	6.183916	4Rd	R	depth	insula	n/a
4Rd4	35.6624	-18.3191	-12.7564013073579	6.183916	4Rd	R	depth	insula	n/a
4Rd5	42.598	-21.4073	-10.8712508394876	6.183916	4Rd	R	depth	insula	n/a
4Rd6	49.3935	-24.9476	-7.1299844583052	6.183916	4Rd	R	depth	middletemporal	n/a
4Rd7	56.824	-29.9907	-3.95082071114087	6.183916	4Rd	R	depth	middletemporal	Right MTG
4Rd8	63.0503	-30.7635	-0.0293350181729792	6.183916	4Rd	R	depth	middletemporal	Right MTG
4Rd9	69.2669	-32.8722	0.760418864530528	6.183916	4Rd	R	depth	middletemporal	Right MTG
4Rd10	73.9813	-35.3412	0.414024169905075	6.183916	4Rd	R	depth	middletemporal	n/a
