name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
RF1	19.9234	19.8818	-20.8784537344259	-999	RF	R	depth	24.048	19.1688	-19.6763	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF2	20.5831	20.7664	-18.1006326828318	-999	RF	R	depth	24.7247	20.5876	-17.5589	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF3	22.2715	22.74	-13.0986662498284	-999	RF	R	depth	25.9669	23.3625	-13.7825	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF4	23.4331	23.8998	-9.96397298633945	-999	RF	R	depth	26.7546	24.8439	-11.2066	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF5	23.6975	26.7898	-6.01259786834741	-999	RF	R	depth	26.5826	27.6314	-8.12473	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF6	24.8594	29.9617	-2.00175525222699	-999	RF	R	depth	27.6025	30.2814	-5.26543	Right Cerebral White Matter	lateralorbitofrontal	n/a
RF7	25.5288	32.0694	1.85846100869675	-999	RF	R	depth	28.3903	31.7626	-2.68948	Right Cerebral White Matter	parstriangularis	n/a
RF8	27.1675	35.4336	6.45489862841249	-999	RF	R	depth	29.6324	34.5512	1.35446	Right Cerebral White Matter	parstriangularis	n/a
RF9	28.1543	37.9531	9.3752121720779	-999	RF	R	depth	30.6524	37.2153	4.49804	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF10	29.309	38.2994	13.4672503561223	-999	RF	R	depth	30.3593	38.9124	8.07229	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF11	31.6747	39.3382	16.6417402809036	-999	RF	R	depth	31.2681	41.5121	10.7136	Right Cerebral White Matter	rostralmiddlefrontal	n/a
RF12	33.9463	39.4265	20.5924263958748	-999	RF	R	depth	32.1671	43.0705	14.0436	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF13	34.8898	40.4328	25.3547525602224	-999	RF	R	depth	33.187	45.7349	17.1873	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF14	35.6484	40.7319	28.5190214983088	-999	RF	R	depth	33.9746	47.2287	20.0151	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF15	36.3002	42.7173	31.2886828516875	-999	RF	R	depth	34.9945	49.893	23.1586	Right MFG middle frontal gyrus	rostralmiddlefrontal	n/a
RF16	36.8366	45.177	34.3598627490668	-999	RF	R	depth	36.0144	52.5572	26.3023	n/a	rostralmiddlefrontal	n/a
RG1	6.95762	25.9018	-21.1936914530309	-999	RG	R	depth	8.69416	24.1511	-18.2272	Right GRe gyrus rectus	medialorbitofrontal	n/a
RG2	7.27995	25.9192	-17.2155269579725	-999	RG	R	depth	8.28005	24.726	-14.7953	Right Cerebral White Matter	medialorbitofrontal	n/a
RG3	10.3813	26.104	-11.8227680716996	-999	RG	R	depth	9.40109	26.3947	-10.8439	Right Cerebral White Matter	medialorbitofrontal	n/a
RG4	10.7988	27.1735	-7.92467483451378	-999	RG	R	depth	10.1889	27.8759	-8.26788	Right Cerebral White Matter	n/a	n/a
RG5	11.5893	28.9432	-2.71073376775085	-999	RG	R	depth	12.5019	29.407	-4.53887	Right Cerebral White Matter	n/a	n/a
RG6	11.6584	31.1631	0.986000816196573	-999	RG	R	depth	13.4007	30.951	-1.50013	Right Cerebral White Matter	rostralanteriorcingulate	n/a
RG7	10.2994	34.1614	6.24311820494225	-999	RG	R	depth	13.33	32.7774	3.07888	Right Cerebral White Matter	caudalanteriorcingulate	n/a
RG8	12.1307	35.2856	10.6658423963811	-999	RG	R	depth	15.4207	34.1973	6.16468	Right Cerebral White Matter	caudalanteriorcingulate	n/a
RG9	11.8241	37.1206	15.4539563542733	-999	RG	R	depth	15.0166	35.8297	9.23661	Right ACgG anterior cingulate gyrus	caudalanteriorcingulate	n/a
RG10	13.1917	37.1103	19.772451588477	-999	RG	R	depth	15.9155	37.3882	12.5667	Right Cerebral White Matter	superiorfrontal	n/a
RG11	14.2481	36.545	24.6225273736863	-999	RG	R	depth	17.0366	39.076	16.9013	Right Cerebral White Matter	superiorfrontal	n/a
RG12	15.7239	36.2765	27.8872334086881	-999	RG	R	depth	17.8244	40.5698	19.7291	Right Cerebral White Matter	superiorfrontal	n/a
RG13	17.5917	35.9081	31.820799819158	-999	RG	R	depth	18.7232	42.1283	23.0592	Right Cerebral White Matter	superiorfrontal	n/a
RG14	18.635	36.2531	35.7631502001127	-999	RG	R	depth	19.8444	43.8162	27.3939	Right Cerebral White Matter	superiorfrontal	n/a
RG15	19.934	37.5309	38.0468680240931	-999	RG	R	depth	20.7432	45.3747	30.7239	Right Cerebral White Matter	superiorfrontal	n/a
RG16	21.2502	39.2028	39.8783169461223	-999	RG	R	depth	21.531	46.8684	33.5517	Right SFG superior frontal gyrus	superiorfrontal	n/a
