name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
LHCD1	-22.2269	-2.6253	-21.9082997719469	-999	LHCD	L	depth	insula	n/a
LHCD2	-24.7552	-4.64496	-20.3549881522019	-999	LHCD	L	depth	insula	n/a
LHCD3	-27.7383	-6.85999	-19.4891248609641	-999	LHCD	L	depth	insula	n/a
LHCD4	-31.7537	-9.75375	-19.5787811319637	-999	LHCD	L	depth	insula	Left CA1
LHCD5	-35.2922	-12.0673	-18.1102946851644	-999	LHCD	L	depth	insula	n/a
LHCD6	-38.7146	-14.6791	-18.017758232631	-999	LHCD	L	depth	insula	n/a
LHCD7	-41.601	-17.2603	-16.8584794070016	-999	LHCD	L	depth	insula	n/a
LHCD8	-44.3527	-19.587	-14.5243308363012	-999	LHCD	L	depth	fusiform	n/a
LHCD9	-47.6997	-20.8226	-12.0811575011881	-999	LHCD	L	depth	middletemporal	n/a
LHCD10	-51.7987	-22.9574	-11.4876512939631	-999	LHCD	L	depth	middletemporal	Left MTG
LHCD11	-54.9265	-25.0731	-10.2396839813713	-999	LHCD	L	depth	middletemporal	Left MTG
LHCD12	-59.6129	-27.5215	-9.81921263789846	-999	LHCD	L	depth	middletemporal	Left MTG
LHCD13	-64.2165	-29.5204	-8.9177950913961	-999	LHCD	L	depth	middletemporal	n/a
LHCD14	-67.3506	-31.6669	-6.10225070345518	-999	LHCD	L	depth	middletemporal	Left MTG
LHCD15	-70.7395	-33.8003	-3.06326304001203	-999	LHCD	L	depth	middletemporal	Left MTG
LHCD16	-74.1733	-35.6908	-0.40360355788999	-999	LHCD	L	depth	middletemporal	n/a
ROFCD1	8.89881	44.9923	-26.5721789107137	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD2	10.3037	45.0759	-24.3290016766605	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD3	13.5021	45.2483	-22.5686181078693	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD4	16.2462	45.9025	-19.0052954023295	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD5	17.212	46.1087	-15.2713263161286	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD6	19.9309	46.3775	-12.4660619703954	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD7	21.6739	47.022	-8.04298815458245	-999	ROFCD	R	depth	lateralorbitofrontal	n/a
ROFCD8	23.7916	46.865	-3.95841545155644	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD9	24.4846	46.523	0.333769662187408	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD10	25.5585	46.9691	7.33252637127965	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD11	25.6491	47.0174	12.7912118216161	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD12	28.2149	45.9892	16.3726742408932	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD13	31.982	45.0434	20.7919381089335	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD14	34.3785	44.7015	24.8464885173404	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD15	36.1166	43.7699	28.7305488436023	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
ROFCD16	38.88	43.0352	32.398261394054	-999	ROFCD	R	depth	rostralmiddlefrontal	n/a
RATD1	23.7717	-7.61821	-46.9738157828568	-999	RATD	R	depth	insula	n/a
RATD2	27.6869	-7.36472	-46.2865161805085	-999	RATD	R	depth	insula	n/a
RATD3	32.3182	-6.45624	-44.3385300275359	-999	RATD	R	depth	insula	n/a
RATD4	37.8286	-5.3841	-42.4913598451053	-999	RATD	R	depth	temporalpole	n/a
RATD5	43.3527	-4.12935	-40.9122706215768	-999	RATD	R	depth	temporalpole	n/a
RATD6	47.1604	-3.5018	-39.8121944039028	-999	RATD	R	depth	superiortemporal	n/a
RATD7	50.8075	-3.23678	-37.965491567949	-999	RATD	R	depth	superiortemporal	n/a
RATD8	53.9298	-3.52241	-35.0596509637879	-999	RATD	R	depth	superiortemporal	n/a
RATD9	57.5653	-4.6746	-29.9987692285838	-999	RATD	R	depth	superiortemporal	Right MTG
RATD10	61.5304	-5.19138	-27.3098307151012	-999	RATD	R	depth	superiortemporal	n/a
RATD11	64.9546	-5.64658	-25.8757416946445	-999	RATD	R	depth	superiortemporal	Right MTG
