name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	stein.region
LA1	-21.0606	0.42302	-20.8283366915226	-999	LA	L	depth	-20.4898	-4.76723	-16.8804	Left Amygdala	n/a	Left Amy
LA2	-23.4471	-0.788021	-22.2773647966039	-999	LA	L	depth	-22.6701	-5.8733	-18.0439	Left Amygdala	n/a	Left Amy
LA3	-27.8926	-1.77407	-22.6543986670415	-999	LA	L	depth	-26.9819	-6.67194	-18.0633	Left Amygdala	n/a	Left Amy
LA4	-31.2715	-1.61351	-24.4414644963733	-999	LA	L	depth	-30.1404	-6.70307	-18.797	Left Amygdala	n/a	Left Amy
LA5	-37.081	-0.678714	-24.5164387329073	-999	LA	L	depth	-34.8925	-6.56511	-18.9789	Left Cerebral White Matter	n/a	n/a
LA6	-40.141	-1.70327	-26.0047639865774	-999	LA	L	depth	-38.1289	-7.64052	-20.1827	Left Cerebral White Matter	superiortemporal	n/a
LA7	-43.3559	-2.62877	-26.7055477932734	-999	LA	L	depth	-42.3434	-7.64089	-20.9568	Left Cerebral White Matter	superiortemporal	n/a
LA8	-45.8621	-3.34917	-26.8509250170039	-999	LA	L	depth	-45.5116	-7.54894	-21.0781	Left Cerebral White Matter	middletemporal	n/a
LA9	-49.9114	-3.8241	-27.4269465966196	-999	LA	L	depth	-49.7357	-7.42635	-21.2398	Left MTG middle temporal gyrus	superiortemporal	Left Middle Temporal Gyrus
LA10	-53.4812	-4.95209	-28.2033713954117	-999	LA	L	depth	-52.9817	-8.3788	-21.8312	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LA11	-59.0041	-3.7993	-27.3624912261946	-999	LA	L	depth	-57.7339	-8.24084	-22.0131	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LA12	-62.2294	-3.62796	-28.4970629418474	-999	LA	L	depth	-60.8828	-8.39493	-23.3593	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LA13	-66.0557	-4.35161	-27.7929278628849	-999	LA	L	depth	-65.1945	-9.19366	-23.3787	n/a	middletemporal	n/a
LA14	-68.6913	-4.20925	-27.5672369997743	-999	LA	L	depth	-68.3627	-9.10171	-23.4999	n/a	middletemporal	n/a
LB1	-27.7196	-13.4473	-19.6170173536155	-999	LB	L	depth	-25.9644	-18.25	-16.2044	Left Hippocampus	n/a	Left DG
LB2	-31.0494	-14.6288	-20.5708675845279	-999	LB	L	depth	-29.2201	-19.0794	-16.1834	Left Hippocampus	n/a	Left DG
LB3	-34.5886	-16.5487	-20.7078102679137	-999	LB	L	depth	-32.5634	-20.8301	-16.0201	Left Hippocampus	n/a	Left CA1
LB4	-38.5862	-17.6242	-19.2906516729412	-999	LB	L	depth	-36.3665	-21.3981	-14.7945	Left Hippocampus	n/a	Left CA1
LB5	-41.6141	-19.6788	-19.5393279822133	-999	LB	L	depth	-39.7097	-23.1488	-14.6313	Left Cerebral White Matter	n/a	n/a
LB6	-45.5939	-21.0836	-18.7126769528	-999	LB	L	depth	-44.1091	-24.8689	-14.5084	Left Cerebral White Matter	superiortemporal	n/a
LB7	-48.651	-21.4391	-18.3185444994068	-999	LB	L	depth	-47.3648	-25.6983	-14.4874	Left Cerebral White Matter	middletemporal	n/a
LB8	-51.8141	-22.2048	-17.055034441692	-999	LB	L	depth	-50.7177	-27.326	-13.7118	Left Cerebral White Matter	middletemporal	n/a
LB9	-55.7755	-23.077	-16.2442039933992	-999	LB	L	depth	-54.0609	-29.0767	-13.5485	Left Cerebral White Matter	middletemporal	n/a
LB10	-60.6735	-23.5866	-16.2596698569222	-999	LB	L	depth	-57.8447	-29.8908	-13.5477	Left Cerebral White Matter	middletemporal	n/a
LB11	-65.357	-25.4245	-16.1987613777386	-999	LB	L	depth	-62.244	-31.6109	-13.4249	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LB12	-69.0361	-27.178	-17.0309856137872	-999	LB	L	depth	-65.4997	-32.4403	-13.404	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LB13	-70.8487	-29.2093	-15.7384251150561	-999	LB	L	depth	-68.8623	-33.9449	-12.0158	Left MTG middle temporal gyrus	middletemporal	Left Middle Temporal Gyrus
LB14	-72.9106	-30.5856	-15.4386924456612	-999	LB	L	depth	-72.1618	-35.235	-11.9238	n/a	middletemporal	n/a
LO1	-6.59099	41.6533	-20.9130574365576	-999	LO	L	depth	-7.03437	38.3228	-18.1606	Left Cerebral White Matter	medialorbitofrontal	n/a
LO2	-8.48403	41.9299	-20.7640013553875	-999	LO	L	depth	-9.14643	38.3841	-18.2414	Left GRe gyrus rectus	lateralorbitofrontal	n/a
LO3	-13.0835	42.502	-19.7545249984046	-999	LO	L	depth	-13.3899	38.7527	-17.1782	Left Cerebral White Matter	lateralorbitofrontal	n/a
LO4	-17.0649	42.2562	-21.1960238154792	-999	LO	L	depth	-17.6238	38.9982	-16.7275	Left Cerebral White Matter	lateralorbitofrontal	n/a
LO5	-20.2456	42.2559	-21.2001836387328	-999	LO	L	depth	-20.8112	39.3363	-15.6239	Left MOrG medial orbital gyrus	lateralorbitofrontal	n/a
LO6	-23.6195	43.0138	-21.3522105856911	-999	LO	L	depth	-23.9015	40.4726	-15.275	Left MOrG medial orbital gyrus	lateralorbitofrontal	n/a
LO7	-28.386	43.0502	-21.3004937199061	-999	LO	L	depth	-28.6634	40.7336	-14.8445	Left MOrG medial orbital gyrus	lateralorbitofrontal	n/a
LO8	-31.6208	42.87	-20.9249490946932	-999	LO	L	depth	-31.8314	40.8259	-14.9657	Left LOrG lateral orbital gyrus	parsorbitalis	n/a
LO9	-35.4359	43.2528	-18.9309147997792	-999	LO	L	depth	-35.0188	41.1638	-13.8621	Left LOrG lateral orbital gyrus	lateralorbitofrontal	n/a
LO10	-38.7309	44.4783	-17.622766436782	-999	LO	L	depth	-38.109	42.3003	-13.5133	Left Cerebral White Matter	parsorbitalis	n/a
LO11	-43.1899	45.0118	-16.0928910018706	-999	LO	L	depth	-42.3525	42.6681	-12.4499	Left OrIFG orbital part of the inferior frontal gyrus	parsorbitalis	n/a
LO12	-45.7528	45.362	-15.3270274184703	-999	LO	L	depth	-45.5303	42.8837	-11.9589	Left OrIFG orbital part of the inferior frontal gyrus	parstriangularis	n/a
LO13	-49.2113	46.2863	-14.1546291264331	-999	LO	L	depth	-49.7738	43.2524	-10.8957	Left LOrG lateral orbital gyrus	parstriangularis	n/a
LO14	-52.2348	47.4561	-14.2112141482803	-999	LO	L	depth	-53.3824	44.2809	-11.1794	n/a	parstriangularis	n/a
LX1	-2.42778	33.7324	-0.127902540807311	-999	LX	L	depth	-2.65446	29.8852	2.64283	Left ACgG anterior cingulate gyrus	n/a	Left ACg
LX2	-8.19401	33.5122	1.17442326890923	-999	LX	L	depth	-7.42598	30.2743	3.7867	n/a	n/a	n/a
LX3	-11.7092	33.346	1.05489944257153	-999	LX	L	depth	-10.5941	30.3656	3.65436	n/a	n/a	n/a
LX4	-15.2802	33.1041	0.91282596361421	-999	LX	L	depth	-13.7622	30.4571	3.52202	n/a	rostralanteriorcingulate	n/a
LX5	-20.0832	32.6496	1.58397507248206	-999	LX	L	depth	-17.9961	30.705	4.01676	n/a	rostralanteriorcingulate	n/a
LX6	-23.4656	31.6186	1.94790988462627	-999	LX	L	depth	-21.2517	29.8754	4.03581	n/a	parstriangularis	n/a
LX7	-27.7386	31.7586	3.52649676042188	-999	LX	L	depth	-25.4953	30.2492	5.20172	n/a	parstriangularis	n/a
LX8	-31.0461	31.8429	3.69823201343688	-999	LX	L	depth	-28.6634	30.3406	5.06942	n/a	parstriangularis	n/a
LX9	-36.2453	31.6832	5.26891867721218	-999	LX	L	depth	-33.5128	29.6828	5.69344	n/a	parstriangularis	n/a
LX10	-39.9709	31.8069	5.27788708815319	-999	LX	L	depth	-36.6809	29.7742	5.56114	n/a	rostralmiddlefrontal	n/a
LX11	-45.0757	31.1897	5.68467435495237	-999	LX	L	depth	-41.0365	28.5148	5.61171	n/a	rostralmiddlefrontal	n/a
LX12	-48.1997	31.6732	6.21662652695407	-999	LX	L	depth	-44.2143	28.7322	6.15065	n/a	parsopercularis	n/a
LX13	-51.9034	31.4337	6.42852033245353	-999	LX	L	depth	-48.4383	28.854	5.97414	n/a	parsopercularis	n/a
LX14	-54.6378	29.9236	6.3176215897262	-999	LX	L	depth	-51.6941	28.0246	5.99316	n/a	parsopercularis	n/a
LX15	-58.9493	28.9597	7.29378985031993	-999	LX	L	depth	-56.5532	27.4926	7.28845	n/a	parsopercularis	n/a
LX16	-62.3693	30.5241	6.94495279384634	-999	LX	L	depth	-60.6898	28.5354	6.96061	n/a	parsopercularis	n/a
LY1	-3.01452	19.3351	16.4990207726217	-999	LY	L	depth	-2.14193	16.6451	15.9679	n/a	n/a	n/a
LY2	-6.0134	19.5079	17.0106071814236	-999	LY	L	depth	-5.31972	16.8625	16.5068	n/a	n/a	n/a
LY3	-9.89824	20.5547	18.8055554729018	-999	LY	L	depth	-8.95727	18.2679	18.2147	n/a	caudalanteriorcingulate	n/a
