name	x	y	z	size	group	hemisphere	type	tal.x	tal.y	tal.z	wb.region	ind.region	das.region
AMFGB4	-53.8023	54.0094	20.919995987478	-999	AMFGB	L	depth	-54.4994	24.8103	12.4027	n/a	parstriangularis	n/a
PIFG1	-48.2696	34.334	23.6090588035157	-999	PIFG	L	depth	-43.0235	-5.1805	9.77882	Left Cerebral White Matter	postcentral	n/a
PIFG2	-50.1179	34.9337	25.30945785641	-999	PIFG	L	depth	-47.2544	-1.83581	12.3873	Left Cerebral White Matter	precentral	n/a
PIFG3	-51.4068	35.1878	27.0893757896606	-999	PIFG	L	depth	-50.8778	0.894442	15.1142	Left PrG precentral gyrus	precentral	n/a
PIFG4	-54.3053	36.6354	29.8236181840244	-999	PIFG	L	depth	-55.2933	4.31785	18.8224	Left PrG precentral gyrus	precentral	n/a
ACCC1	-27.4459	55.7725	18.6296157053066	-999	ACCC	L	depth	-21.1703	23.5969	9.58313	Left Cerebral White Matter	rostralmiddlefrontal	n/a
ACCC2	-28.1603	56.5003	25.0170065781353	-999	ACCC	L	depth	-22.8536	25.2611	16.0431	Left Cerebral White Matter	rostralmiddlefrontal	n/a
ACCC3	-29.4952	57.3562	31.3197065186803	-999	ACCC	L	depth	-25.0235	26.305	21.325	Left Cerebral White Matter	rostralmiddlefrontal	n/a
ACCC4	-30.8776	58.5988	36.11844606655	-999	ACCC	L	depth	-26.9771	27.8483	25.487	Left Cerebral White Matter	rostralmiddlefrontal	n/a
CINGA1	-31.2192	71.057	30.0102430946141	-999	CINGA	L	depth	-27.966	42.7109	20.1716	Left SFG superior frontal gyrus	rostralmiddlefrontal	n/a
CINGA2	-29.4602	74.2462	33.9131796696409	-999	CINGA	L	depth	-25.7705	46.2699	23.7437	Left SFG superior frontal gyrus	superiorfrontal	n/a
CINGP1	-25.9384	39.8034	45.3587751491188	-999	CINGP	L	depth	-25.5792	5.35516	30.0627	Left Cerebral White Matter	caudalmiddlefrontal	n/a
CINGP2	-26.2411	39.6592	49.2452527865625	-999	CINGP	L	depth	-25.2234	5.67529	35.7583	Left Cerebral White Matter	caudalmiddlefrontal	n/a
CINGP3	-28.3833	39.1493	53.0343177981927	-999	CINGP	L	depth	-26.1465	6.06826	41.2572	Left Cerebral White Matter	caudalmiddlefrontal	n/a
CINGP4	-28.7979	39.4671	58.0139610171644	-999	CINGP	L	depth	-25.7267	7.54472	46.9124	Left Cerebral White Matter	superiorfrontal	n/a
INSA1	-38.9276	55.2486	-0.950132055904185	-999	INSA	L	depth	-35.3962	23.5478	-6.74302	Left AIns anterior insula	parstriangularis	n/a
INSA2	-39.4158	55.8095	4.03241966555962	-999	INSA	L	depth	-35.0403	23.8431	-1.54287	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a
INSA3	-39.6178	54.0914	11.4034262028405	-999	INSA	L	depth	-36.148	24.313	5.02246	Left MFG middle frontal gyrus	rostralmiddlefrontal	n/a
INSA4	-39.5896	55.7195	17.7369326645687	-999	INSA	L	depth	-35.6075	24.5547	9.61828	Left Cerebral White Matter	rostralmiddlefrontal	n/a
INSP1	-50.7504	36.6528	3.13596833754856	-999	INSP	L	depth	-43.1219	1.18577	-9.93078	Left AIns anterior insula	parsopercularis	n/a
INSP2	-48.6659	39.5054	6.84585043393086	-999	INSP	L	depth	-42.4857	3.14162	-5.79734	Left AIns anterior insula	parsopercularis	n/a
INSP3	-47.5396	43.4448	10.7398480115536	-999	INSP	L	depth	-41.9382	6.90555	-0.722456	Left Cerebral White Matter	parsopercularis	n/a
INSP4	-46.0375	46.394	14.6299081003287	-999	INSP	L	depth	-39.9911	9.38506	3.95378	Left Cerebral White Matter	parsopercularis	n/a
STG1	-60.5693	18.3753	1.29155168193865	-999	STG	L	depth	-56.8123	-17.8068	-12.025	Left STG superior temporal gyrus	superiortemporal	n/a
STG2	-64.8129	18.108	1.86493903001396	-999	STG	L	depth	-62.4819	-17.291	-9.73296	Left STG superior temporal gyrus	superiortemporal	n/a
STG3	-68.7485	18.4139	3.55655252132541	-999	STG	L	depth	-67.512	-16.812	-7.35089	n/a	superiortemporal	n/a
STG4	-73.1768	19.8062	5.37278163158555	-999	STG	L	depth	-73.1176	-15.1399	-5.10062	n/a	precentral	n/a
MTG1	-46.64	-9.7516	1.63083552333731	-999	MTG	L	depth	-44.0358	-48.825	-10.9672	Left FuG fusiform gyrus	inferiortemporal	n/a
MTG2	-51.0276	-9.17751	-1.03272709537051	-999	MTG	L	depth	-49.8548	-49.6499	-11.7354	Left FuG fusiform gyrus	middletemporal	n/a
MTG3	-53.9816	-10.466	-4.48808125959845	-999	MTG	L	depth	-55.0983	-51.6678	-12.372	Left FuG fusiform gyrus	middletemporal	n/a
MTG4	-59.3533	-11.4209	-9.04431901845123	-999	MTG	L	depth	-60.8854	-51.9146	-13.1611	Left ITG inferior temporal gyrus	middletemporal	n/a
HIPP1	-43.0676	9.95801	-9.74216058372271	-999	HIPP	L	depth	-39.3598	-28.395	-23.6081	Left FuG fusiform gyrus	entorhinal	n/a
HIPP2	-43.5028	6.15552	-7.21373481747108	-999	HIPP	L	depth	-40.2011	-33.3764	-20.408	Left FuG fusiform gyrus	fusiform	BA36
HIPP3	-43.8245	1.86276	-4.99967518434265	-999	HIPP	L	depth	-41.0105	-37.7796	-17.2289	Left FuG fusiform gyrus	inferiortemporal	BA36
HIPP4	-43.6906	-2.29963	-3.77603111632201	-999	HIPP	L	depth	-41.6032	-41.6787	-15.0747	Left FuG fusiform gyrus	inferiortemporal	n/a
