name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
LTG1	-44.4637	26.7013	-34.2313084272189	-999	LTG	L	grid	superiortemporal	n/a
LTG2	-48.4012	22.5548	-24.9529788129354	-999	LTG	L	grid	superiortemporal	n/a
LTG3	-54.5255	16.2027	-15.417917070879	-999	LTG	L	grid	superiortemporal	n/a
LTG4	-58.2463	8.22685	-6.41689849574836	-999	LTG	L	grid	superiortemporal	n/a
LTG5	-60.4133	2.3124	1.63612117988333	-999	LTG	L	grid	superiortemporal	n/a
LTG6	-61.0338	-1.81065	13.2068026101696	-999	LTG	L	grid	postcentral	n/a
LTG7	-60.8295	-11.366	20.7955546424616	-999	LTG	L	grid	postcentral	n/a
LTG8	-57.0429	-20.2691	26.4483604785862	-999	LTG	L	grid	supramarginal	n/a
LTG9	-47.7839	21.0941	-42.3020281438347	-999	LTG	L	grid	temporalpole	n/a
LTG10	-51.6106	17.8855	-31.2921783300059	-999	LTG	L	grid	middletemporal	n/a
LTG11	-54.53	12.2003	-19.3644176666029	-999	LTG	L	grid	superiortemporal	n/a
LTG12	-58.6295	3.83854	-13.4566941898655	-999	LTG	L	grid	superiortemporal	n/a
LTG13	-62.4244	-1.59628	-7.13781482689723	-999	LTG	L	grid	superiortemporal	n/a
LTG14	-61.279	-6.68391	2.47745531090005	-999	LTG	L	grid	superiortemporal	n/a
LTG15	-63.4166	-16.9643	11.8594546445361	-999	LTG	L	grid	supramarginal	n/a
LTG16	-60.7428	-27.2323	22.7015069509544	-999	LTG	L	grid	supramarginal	n/a
LTG17	-45.1434	10.2117	-46.2012509315265	-999	LTG	L	grid	temporalpole	n/a
LTG18	-51.8603	9.91984	-38.4107282127915	-999	LTG	L	grid	middletemporal	n/a
LTG19	-54.3959	7.69612	-23.2077136447169	-999	LTG	L	grid	middletemporal	n/a
LTG20	-61.9948	-1.51599	-19.9452711924196	-999	LTG	L	grid	middletemporal	n/a
LTG21	-65.4966	-9.69358	-15.3207617863925	-999	LTG	L	grid	middletemporal	n/a
LTG22	-64.9488	-14.3236	-0.977774717902296	-999	LTG	L	grid	superiortemporal	n/a
LTG23	-64.3697	-23.0078	7.19017846519976	-999	LTG	L	grid	superiortemporal	n/a
LTG24	-64.1975	-31.9555	16.4203867212865	-999	LTG	L	grid	superiortemporal	n/a
LTG25	-44.0913	-1.76462	-48.6765051263811	-999	LTG	L	grid	inferiortemporal	n/a
LTG26	-49.892	-2.43039	-42.497212553192	-999	LTG	L	grid	inferiortemporal	n/a
LTG27	-56.3208	-4.88423	-34.5906472035675	-999	LTG	L	grid	middletemporal	n/a
LTG28	-62.7626	-11.4981	-25.4353538817721	-999	LTG	L	grid	middletemporal	n/a
LTG29	-69.0232	-17.9941	-20.0038893651043	-999	LTG	L	grid	middletemporal	n/a
LTG30	-68.7933	-24.6136	-8.67857696706944	-999	LTG	L	grid	middletemporal	n/a
LTG31	-67.7771	-32.1537	0.418916508734743	-999	LTG	L	grid	superiortemporal	n/a
LTG32	-67.0033	-40.196	5.32764917069283	-999	LTG	L	grid	bankssts	n/a
LFG1	-13.0419	68.2264	20.4115939588981	-999	LFG	L	grid	superiorfrontal	n/a
