name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
1Ld1	-14.8404	5.55715	-20.9358962872132	-999	1Ld	L	depth	insula	n/a
1Ld2	-19.201	5.37153	-20.4560624436605	-999	1Ld	L	depth	insula	Left EC
1Ld3	-23.2452	3.6093	-21.6640154281779	-999	1Ld	L	depth	insula	Left Amy
1Ld4	-27.8948	2.82657	-22.0770364761749	-999	1Ld	L	depth	insula	n/a
1Ld5	-33.6811	2.52536	-23.0809024685189	-999	1Ld	L	depth	insula	n/a
1Ld6	-38.6114	1.93747	-22.8747100535756	-999	1Ld	L	depth	insula	n/a
1Ld7	-42.8073	0.807716	-21.3386552890868	-999	1Ld	L	depth	superiortemporal	n/a
1Ld8	-46.9724	-0.463462	-23.0935789442027	-999	1Ld	L	depth	superiortemporal	n/a
1Ld9	-53.3371	-1.79208	-22.8958983054221	-999	1Ld	L	depth	middletemporal	n/a
1Ld10	-58.4899	-1.84138	-23.068324699943	-999	1Ld	L	depth	middletemporal	n/a
3Ld1	-20.7994	-7.65724	-22.3046167716919	-999	3Ld	L	depth	insula	Left CA1
3Ld2	-24.5493	-9.07918	-21.7684573092987	-999	3Ld	L	depth	insula	Left CA1
3Ld3	-30.2127	-9.21954	-20.8593290570801	-999	3Ld	L	depth	insula	Left DG
3Ld4	-35.7656	-11.092	-21.0080859718322	-999	3Ld	L	depth	insula	Left CA1
3Ld5	-39.5467	-12.4503	-18.4606351604745	-999	3Ld	L	depth	insula	n/a
3Ld6	-42.8485	-13.1968	-17.0405927189479	-999	3Ld	L	depth	insula	n/a
3Ld7	-45.6539	-14.3796	-15.3066782036734	-999	3Ld	L	depth	superiortemporal	n/a
3Ld8	-50.7534	-16.1098	-15.7094463515743	-999	3Ld	L	depth	superiortemporal	n/a
3Ld9	-57.4414	-16.6	-14.198415261253	-999	3Ld	L	depth	superiortemporal	n/a
3Ld10	-63.3667	-17.0135	-15.7384866285036	-999	3Ld	L	depth	superiortemporal	n/a
5Ld1	-28.384	-20.9077	-15.9126299792895	-999	5Ld	L	depth	insula	Left DG
5Ld2	-33.5309	-22.5322	-14.9877454560994	-999	5Ld	L	depth	insula	Left DG
5Ld3	-36.8951	-24.2108	-14.0185232707567	-999	5Ld	L	depth	insula	Left CA1
5Ld4	-41.5006	-25.0979	-12.2938302133769	-999	5Ld	L	depth	insula	n/a
5Ld5	-44.5424	-25.5875	-11.6237392655809	-999	5Ld	L	depth	inferiortemporal	n/a
5Ld6	-49.1382	-24.7697	-9.66663446534639	-999	5Ld	L	depth	middletemporal	n/a
5Ld7	-54.6022	-24.6655	-10.3445968484392	-999	5Ld	L	depth	middletemporal	Left Middle Temporal Gyrus
