name	x	y	z	size	group	hemisphere	type	ind.region	stein.region
1Ld1	-15.7434	-0.190329	-20.2932561986244	6.183	1Ld	L	depth	insula	Left EC
1Ld2	-21.0284	0.028524	-21.6072848827853	6.183	1Ld	L	depth	insula	Left Amy
1Ld3	-25.7985	0.20231	-21.9082165909512	6.183	1Ld	L	depth	insula	Left Amy
1Ld4	-30.6637	0.0645604	-22.5452643233456	6.183	1Ld	L	depth	insula	Left Amy
1Ld5	-36.0897	0.577054	-23.0986751887474	6.183	1Ld	L	depth	insula	n/a
1Ld6	-41.236	1.64331	-21.8508709277991	6.183	1Ld	L	depth	superiortemporal	n/a
1Ld7	-45.8251	2.46737	-21.1667398215928	6.183	1Ld	L	depth	superiortemporal	n/a
1Ld8	-52.4358	3.23681	-21.8972179992633	6.183	1Ld	L	depth	superiortemporal	Left MTG
1Ld9	-59.0302	3.61168	-21.6906933863673	6.183	1Ld	L	depth	middletemporal	Left MTG
1Ld10	-63.1901	3.93282	-21.1103185468172	6.183	1Ld	L	depth	middletemporal	Left MTG
3Ld1	-21.0993	-8.69959	-19.9956809302066	6.183	3Ld	L	depth	insula	Left CA1
3Ld2	-25.8091	-8.41511	-21.1947590399133	6.183	3Ld	L	depth	insula	Left CA1
3Ld3	-29.965	-8.45192	-23.1312261317909	6.183	3Ld	L	depth	insula	Left CA1
3Ld4	-34.9557	-8.60119	-25.6671769234054	6.183	3Ld	L	depth	insula	Left CA1
3Ld5	-40.5441	-8.54237	-26.7303316218383	6.183	3Ld	L	depth	insula	n/a
3Ld6	-44.3837	-8.73191	-26.3334202415646	6.183	3Ld	L	depth	inferiortemporal	n/a
3Ld7	-48.9965	-7.731	-24.3021543747726	6.183	3Ld	L	depth	middletemporal	n/a
3Ld8	-55.3102	-6.34242	-23.4040889944388	6.183	3Ld	L	depth	middletemporal	Left MTG
3Ld9	-61.2393	-5.22864	-25.1347264503575	6.183	3Ld	L	depth	middletemporal	n/a
3Ld10	-64.9048	-5.18549	-27.0076640249024	6.183	3Ld	L	depth	middletemporal	Left MTG
5Ld1	-27.6532	-18.5401	-17.6153379215506	6.183	5Ld	L	depth	insula	Left SUB
5Ld2	-31.7341	-18.83	-18.501242897452	6.183	5Ld	L	depth	insula	Left CA1
5Ld3	-35.8232	-18.8433	-19.0510466293268	6.183	5Ld	L	depth	insula	Left CA1
5Ld4	-40.5189	-19.8591	-20.0801454026173	6.183	5Ld	L	depth	insula	n/a
5Ld5	-44.2951	-20.3341	-20.6255951343055	6.183	5Ld	L	depth	fusiform	n/a
5Ld6	-48.0307	-20.2094	-20.0119205916327	6.183	5Ld	L	depth	fusiform	n/a
5Ld7	-51.5053	-20.1996	-19.787406903316	6.183	5Ld	L	depth	inferiortemporal	n/a
5Ld8	-56.7033	-20.4944	-20.5601033003433	6.183	5Ld	L	depth	inferiortemporal	n/a
5Ld9	-63.2015	-20.7603	-22.0550053288931	6.183	5Ld	L	depth	middletemporal	Left MTG
5Ld10	-67.1777	-20.6641	-22.446217000973	6.183	5Ld	L	depth	middletemporal	Left MTG
7Ld1	-23.7304	-27.0878	-10.9179616089001	6.183	7Ld	L	depth	insula	Left SUB
7Ld2	-28.1858	-28.946	-10.9948539114549	6.183	7Ld	L	depth	insula	Left CA1
7Ld3	-32.6643	-31.2426	-12.6863424204215	6.183	7Ld	L	depth	insula	n/a
7Ld4	-37.3631	-33.6778	-14.14790235412	6.183	7Ld	L	depth	insula	n/a
7Ld5	-42.1459	-36.7415	-17.2236958411814	6.183	7Ld	L	depth	fusiform	n/a
7Ld6	-45.6216	-39.3077	-18.5560413970845	6.183	7Ld	L	depth	inferiortemporal	n/a
7Ld7	-49.3975	-40.7744	-18.9827201744103	6.183	7Ld	L	depth	inferiortemporal	n/a
7Ld8	-53.6014	-42.4951	-19.9466628517243	6.183	7Ld	L	depth	inferiortemporal	n/a
7Ld9	-60.0227	-43.625	-22.170064680625	6.183	7Ld	L	depth	inferiortemporal	n/a
7Ld10	-67.2992	-46.7345	-20.5391897772569	6.183	7Ld	L	depth	inferiortemporal	n/a
9Ld1	-38.1614	27.3345	-2.47233613350149	6.183	9Ld	L	depth	lateralorbitofrontal	n/a
9Ld2	-43.5019	24.9573	1.87615053975585	6.183	9Ld	L	depth	parstriangularis	n/a
9Ld3	-47.192	23.9051	4.70995849113599	6.183	9Ld	L	depth	parstriangularis	n/a
9Ld4	-51.373	23.8945	6.71188620442388	6.183	9Ld	L	depth	parstriangularis	n/a
9Ld5	-55.3502	24.7682	7.9283843965886	6.183	9Ld	L	depth	parsopercularis	n/a
9Ld6	-58.2835	25.4114	9.5425598393387	6.183	9Ld	L	depth	parsopercularis	n/a
9Ld7	-60.6366	25.2501	12.2143048913873	6.183	9Ld	L	depth	parsopercularis	n/a
9Ld8	-62.1418	25.0042	14.5732954157279	6.183	9Ld	L	depth	parsopercularis	n/a
9Ld9	-63.3124	24.9663	16.8816636341599	6.183	9Ld	L	depth	parsopercularis	n/a
9Ld10	-65.026	25.4565	19.1306744362324	6.183	9Ld	L	depth	parsopercularis	n/a
